id,text,ground_truth
tone_861,"[Norm Coleman]: ""In times as tough as this, it's really easy to kind of be on the sidelines and cast stones and say this is the problem and that's the problem. I think people know we've got a problem. But I think what they're looking for are solutions. It is about leadership. That's what folks need. I've got to believe that that's what folks are looking for. And leadership is leadership that has to have been, I believe, tested. My experience has been about both finding solutions and then working with folks, even from the other side of the aisle, so that the solutions become more than an idea, but become reality. When you put the partisan divide aside, when you focus on the need and the importance of solving the problem, you provide hope and real opportunity. That's who I am. That's what I've done."" [Text]: Norm Coleman. The leader we need. Now. [Norm Coleman]: ""I'm Norm Coleman, and I approve this message."" [PFB]: COLEMAN FOR SENATE '08",
tone_862,"[Announcer]: It's been five years since the invasion of Iraq, and Norm Coleman still has his head in the sand. He still supports George Bush's war. [Reporter]: ""Based on what you know now, was your support for the war then wrong?"" [Norm Coleman]: ""Uhh. No. No. No."" [Announcer]: After 600 billion dollars and thousands of Americans dead and wounded. Senator Coleman, time's up. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_863,"[Don Poulin]: ""I started having chest pains, called 911. The first responder was a local nurse and within two or three minutes, I did die."" [Announcer]: But the nurse had an AED â€“ a portable device that brought Don's heart back. [Don Poulin]: ""The defibrillator saved my life."" [Announcer]: Senator Susan Collins brought Republicans and Democrats together to put AEDs in communities nationwide. [Don Poulin]: ""Senator Collins' initiative means there's going to be a number of people who have a second chance at life.â€ [Susan Collins]: Iâ€™m Senator Susan Collins and I approve this message. [PFB]: COLLINS FOR SENATOR",positive
tone_864,"[Bob Schaffer]: ""I'm Bob Schaffer and I approve this message."" [Announcer]: Mark Udall, 10 years in Congress doing the wrong thing. Udall votes for insurance and finance companies. And they give him $1.2 million in campaign cash. Udall votes 3 times against stopping reckless mortgage speculators, and he takes their cash too. Udall's the only Colorado Congressman who votes to raise taxes over $700 billion. Boulder Congressman, Mark Udall, bought by Washington special interests. He's part of the problem. [PFB]: BOB SCHAFFER FOR U.S. SENATE",negative
tone_865,"[Jeff Beatty]: ""I'm Jeff Beatty and I approve this message. It's time to replace John Kerry with one of us. I've been on the job with you and for you my whole life. I've been in a teamster. Later in Delta Force, I helped rescue over 800 Americans and was wounded in the first Black Hawk Down. In business, I've helped keep your kids safe at school. I'm not a millionaire or a political insider. You see, change we can trust means replacing a politician with one of us. So please vote for me Jeff Beatty on November 4th."" [PFB]: BEATTY FOR U.S. SENATE",positive
tone_866,"[Judith Forseth]: ""His father and I are very, very proud of our son's service. He kept calling and saying, Mom, this is my dream job. Don't worry. We're safe. And on January 11th is when I got the call that he'd been that his Humvee had been hit. When Senator Baucus came up to see him, I just felt a huge sense of relief because I knew that things were going to get very complicated with surgery, rehab and benefits. I honestly could not imagine going through all this without knowing that Max was there for us."" [Max Baucus]: ""I'm Max Baucus, and I approve this message."" [PFB]: FRIENDS OF MAX BAUCUS",positive
tone_867,"[Tom Allen]: ""This year, Maine can lead our nation to a brighter path. To change the direction of America we need to change leadership in Washington. I voted against the War in Iraq. The billions being spent there are needed to solve problems here. I will fight for middle class tax cuts, and a tax credit of up to ,000 dollars to help Maine families. We need new priorities for America: guaranteed affordable healthcare, and an economic plan that creates jobs here. It's time to take care of our own. I'm Tom Allen, and I approve this message."" [PFB]: TOM ALLEN FOR SENATE",positive
tone_868,"[Announcer]: Oregon has seen this crisis before billion dollar deficits, and high unemployment. The Merkley answer? Increase spending by almost $5 billion. Increase the pay of top government bureaucrats by 33%, and vote against creating thousands of logging jobs. Now , with the nation's economy in crisis, Merkley's friends in Washington want to spend another $150 billion. Tell Jeff Merkley we can't afford more spending and fewer jobs. Americans for Job Security is responsible for the content of this advertising. [PFB]: AMERICANS FOR JOB SECURITY",negative
tone_869,"[Announcer]: Desperate politicians do desperate things. Mitch McConnell is so desperate he just tricked a veteran into making an attack ad for him. The truth? Valor Healthcare was founded by veterans and gives quality healthcare to 57,000 veterans today. Bruce Lunsford helped their business grow. That's what he's been doing for 30 years. Creating jobs. He knows how to get our economy back on track. Bruce Lunsford. The change we need. [Bruce Lunsford]: ""I'm Bruce Lunsford, and I approve this message."" [PFB]: FRIENDS OF BRUCE LUNSFORD",positive
tone_870,"[Announcer 1]: They scratched his back... [Announcer 2]: Ted Stevens got $581,000 in campaign cash from insurance, health and drug interests. [Announcer 1]: He scratched theirs. [Announcer 2]: Stevens voted against the patient's bill of rights and voted to stop Medicare from negotiating lower prices for prescription drugs. [Announcer 1]: And what did you get? [Announcer 2]: Higher prices for the prescription drugs seniors on Medicare need. [Announcer 1]: Isn't it time we stopped pay-to-play politics in Washington? [Announcer 2]: Public Campaign Action Fund Campaign Money Watch is responsible for the content of this ad. [PFB]: CAMPAIGN MONEY WATCH",negative
tone_871,"[Announcer]: How liberal is Barack Obama on abortion, taxes, and judges? He's radical. And who votes with Barack Obama in the Senate? Mary Landrieu. Landrieu votes with Obama 81% of the time. [Mary Landrieu]: ""I am supporting Barack Obama for President."" [Announcer]: again? [Mary Landrieu]: ""I am proud to be running with Barack Obama."" [Mary Landrieu]: ""I am supporting Senator Obama for president."" Mary Landrieu she chose Obama's values, instead of ours. [John Kennedy]: ""I'm John Kennedy and I am for John McCain and I approve this message."" [PFB]: JOHN KENNEDY FOR U.S. SENATE, INC.",negative
tone_872,"[Announcer]: Tax, spend, borrow tired liberal ideas, and Kay Hagan's favorites. Over 10 year Hagan supported 115 higher taxes and fees. 115. Taxes on sales, income, cars, death, candy. Growing government, almost doubling state debt. Now, Hagan wants to roll back tax cuts. The price tag? Billions in higher taxes, up to 22,000 jobs. Call Kay Hagan, tell her more tired taxes won't fix this mess. Freedom's Watch is responsible for the content of this advertising. [PFB]: FREEDOMS WATCH",negative
tone_873,"[Announcer]: It's a time for bipartisanship. America faces a grave threat to our financial system. In dealing with this crisis Susan Collins has been guided by three principles. Strong protections for taxpayers and homeowners, curbs on excessive executive pay and tough oversight. While Susan works for a bipartisan solution, Tom Allen launched a new attack ad against her. That's not leadership. Susan Collins, an independent voice for Maine. [Susan Collins]: ""I'm Susan Collins, and I approve this message."" [PFB]: COLLINS FOR SENATOR",positive
tone_874,"[Mitch McConnell]: ""Building western Kentucky's future in tough economic times, it's a challenge. That's why I led the fight to clean up the Paducah Gaseous Diffusion Plant, creating hundreds of good jobs, and I'm looking to bring new coal to liquid energy jobs to the region, develop the water front and promote the river industry that employs thousands. I'm Mitch McConnell, and I approve this message because creating good jobs and strengthening Kentucky's economy is my top priority. [Announcer]: Senator Mitch McConnell. [PFB]: MCCONNELL SENATE COMMITTEE '08",
tone_875,[Announcer]: Jim Martin. He's working against Georgia families. Voting for what was the largest tax increase in state history. Raising the sales tax 32 percent. Jim Martin. Working against our children's safety. Voting against making it a felony to sell drugs near schools. Against making it a felony to solicit a child for prostitution. Jim Martin. A record too extreme that Georgia just can't afford. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE,
tone_876,"[Announcer]: What's Gordon Smith been up to? He hasn't been helping Oregon families deal with the high cost of gas or healthcare, but he has made time to help George Bush by voting for billions in tax breaks for oil companies, billions for big drug companies, big tax cuts for the richest one percent of all Americans. In return, drug and oil companies have given him hundreds of thousands of dollars in contributions. Maybe that's why Gordon Smith says he's so happy to be in the middle. This year send Gordon Smith home. SEIU Cope is responsible for the content of this advertising. [PFB]: SEIU COPE",negative
tone_877,"[Mark Warner]: ""Gas headed to $5 a gallon, America spending over a billion a day on oil from countries that don't like us and Washington does nothing. I'm Mark Warner. We need a real plan to end our dependence on foreign oil and give Virginians a break at the pump."" [Announcer]: The Warner plan, powered by ideas. Invest in alternative energies, expand oil and gas production at home, crack down on speculators who drive up oil prices. [Mark Warner]: ""I approve this message because if we do it right, we can make America more secure and create thousands of new jobs here in Virginia."" [PFB]: FRIENDS OF MARK WARNER",positive
tone_878,"[Announcer]: John Sununu has followed George Bush 90% percent of the time. For every vote on the war, for Bush's ecnomic policies, even doubling our national debt. And now, markets tumbling, jobs lost, retirements at risk, we're slipping. And while we lose our grip, they send billions we need to an Iraq awash in cash. John Sununu's votes helped to bring us to the end of our rope. Maybe it's time to let go. AFSCME People is responsible for the content of this advertising. [PFB]: AFSCME PEOPLE",negative
tone_879,"[Kristi Gustafson]: ""I've been an Oregon law enforcement officer for 28 years, frankly, I'm offended by the lies and innuendos from Gordon Smith's campaign. Jeff Merkley has been endorsed by the Oregon State Police Officers Association, he supported mandatory life imprisonment and doubling the statute of limitations for sex crimes. Jeff is a husband and a father of two children. No one is more committed to keeping our family safe than Jeff Merkley. Gordon Smith, knock off the sleazy campaign, we deserve better."" [Jeff Merkley]: ""I'm Jeff Merkley, and I approve this message."" [PFB]: JEFF MERKLEY FOR OREGON",positive
tone_880,"[Al Franken]: ""I'm Al Franken. Minnesotans expect a real debate, instead Norm Coleman and his allies are attacking me for things I said as a comedian. Look, I'm not proud of every joke I've ever told, but I know there's a difference between what you say as a comedian and what you do as a U.S. Senator. Norm Coleman has supported George Bush's War in Iraq, and he's taken millions from big oil and special interests. Unfortunately, that's no joke. I approve this message because I'm serious about fighting for you."" [PFB]: AL FRANKEN FOR SENATE",negative
tone_881,"[John Cornyn]: No one's happy with the way things are being done in Washington - not Republicans, not Democrats, not me. There's too much petty squabbling while major problems aren't getting fixed. Short-sighted is what I'd call it. This nonsense should stop. We need change alright, the right kind of change. [Announcer]: John Cornyn for Texas. [John Cornyn]: I'm John Cornyn. I approve this message. [PFB]: TEXANS FOR SENATOR JOHN CORNYN, INC.",positive
tone_882,"[Announcer]: If character matters, Al Franken is unfit for office. Franken is the sort of knee-jerk partisan that both parties should avoid like disease. Democrats question Franken's character. He is angry, demeans women, humiliates minorities. Franken said it best himself. If I put myself on the ballot and even 50 people voted for me it'd be a travesty. Al Franken. Unfit for office. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_883,"[Announcer]: We've seen Jeff Merkley's record on raising taxes. But here's the kicker. Our Constitution requires surplus income returned to the taxpayers as a kicker tax refund. Last year, over a billion dollars returned to the taxpayers. Jeff Merkley sponsored legislation that would have taken much of the kicker tax refund away. Merkley wanted to give much of our tax refund back to the government. Let's keep the kicker and give Jeff Merkley the boot. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_884,"[Multiple speakers]: ""Our economy is a mess. Our national debt is nearing $10 trillion. We need someone who's going to stand up for Kentuckians, to go to Washington and make a difference. Washington needs to be changed and Bruce Lunsford is the guy to get that done. Bruce Lunsford started his public service life as my secretary of commerce. I've known Bruce about 30 years and worked with him in state government. I've watched Bruce work. I know that he's very dedicated. Bruce is a businessman. He's created jobs. He's been Kentucky's most successful businessman. He understands the economy. He knows how to make government work for people. Not only is he a man of great ability and accomplishment, but he's a man of honor. This election is about the future. We need a breath of fresh air. Bruce Lunsford will put Kentucky first. You deserve better. Your family deserves better. I promise you one thing - his voice will be heard. I'm going to vote for Bruce Lunsford and I urge you to do the same."" [Bruce Lunsford]: I'm Bruce Lunsford and I approve this message [PFB]: FRIENDS OF BRUCE LUNSFORD",positive
tone_885,"[Baucus]: I'm Max Baucus and I approve this message. [Announcer]: Even though he's one of the most powerful Senators in the nation... [Man 1]: ""He's got the influence in the Senate, well respected."" [Announcer]: He's never lost touch. [Man 2]: ""He has not forgotten his roots."" [Announcer]: He won millions for new highways, 18,000 construction jobs, health coverage for 15,000 kids, but knows there's still more to do. [Woman]: ""I think Max looks out for Montana. Max really cares."" [Bauca]: ""I want to get things done for Montana and that's what I try to do every single day."" [PFB]: FRIENDS OF MAX BAUCUS",positive
tone_886,"[John McCain]: ""Lindsey Graham is a reformer who is willing to take a stand and tackle the tough issues. Heâ€™s guided by conservative principles, like appointing conservative judges and keeping taxes low."" [Announcer]: Lindsey Graham, a conservative leader for South Carolina. [Lindsey Graham]: ""As you all know, we live in challenging times. I am ready to meet those challenges because I have the courage of my convictions and I will lead. Iâ€™m Lindsey Graham. I approve this message and Iâ€™m asking for your vote on June 10th."" [PFB]: LINDSEY GRAHAM FOR SENATE",positive
tone_887,"[Mac Baucus]: ""The economic meltdown is outrageous. Wall Street negligence and greed threated Montana jobs, businesses and families. But here's the truth, the economic rescue process is our best hope for making sure a bad situation doesn't get worse. I fought hard to stop huge CEO payouts, to make sure taxpayers get their money back, and to that this never happens again. None of this is easy, but I'll always put Montana first, and I'll always fight for you. I'm Max Baucus and I approve this message."" [PFB]: FRIENDS OF MAX BAUCUS",positive
tone_888,"[Announcer] : Fuel prices, John Sununu has answers. More conservation, tax credits for clean, renewable energy and drilling now for more oil offshore. Jeanne Shaheen's plan: back to the '70s, higher energy taxes, no new exploration, greater dependence on foreign oil. It didn't work for Jimmy Carter then. It won't work today. [Man]: ""We'll stick with the future, Senator John Sununu."" [John Sununu]: I'm John Sununu and I approve this message. [PFB]: TEAM SUNUNU",positive
tone_889,"[Announcer]: Ask yourself this, if you paid an employee over $160,000 a year, and they were consistently late with their work, didn't deliver on anything they promised, and ended up costing you money, would you keep them around year after year? It's time for a new kind of Senator. [Rex Rammell]: ""Call me old fashioned, but I believe people need to produce results if they expect to keep their jobs, even in Washington. I'm Rex Rammell, and I approve this message."" [PFB]: COMMITTEE TO ELECT REX RAMMEL FOR U.S. SENATE",
tone_890,"[Announcer]: It didn't take long for Gordon Smith to launch misleading, negative ads. But the truth is in Washington, Republican Gordon Smith has voted repeatedly with George Bush to give tax breaks to the wealthy, tax breaks to big oil, tax breaks to corporations that ship our jobs overseas. In Oregon, Gordon Smith will say anything to get elected, but his record in Washington speaks for itself. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_891,"[Announcer]: He's the one candidate for the Senate who represents change. He's Democratic Congressman Rob Andrews. He stood up to the NRA to get guns out of the hands of criminals. He's earned a perfect record in support of a woman's right to choose. And Rob Andrews is among a new generation who is leading the fight to address global warming. [Rob Andrews]: ""I'm Democratic Congressman Rob Andrews and I approve this message because we need a change in Washington and a Senator who will fight on our side."" [Crowd cheers] [PFB]: ANDREWS FOR SENATE",positive
tone_892,"[Franni Franken]: â€œI first met Al at a freshman dance in college and it was love at first sight. Weâ€™ve been married now for almost 33 years and weâ€™ve been so blessed in so many ways, but we also had some bad times and at one point in our life I struggled with alcohol dependency. How could a mother, of two fabulous, healthy children be an alcoholic? When I was struggling with my recovery Al stood right by my side and he stood up for me. After what we went through, Al wrote two beautiful movies and he wrote them because he wanted to help people. wanted to help and theyâ€™re used in rehab centers all over the country. The Al Franken I know stood by me through thick and thin. So I know heâ€™ll always come through for Minnesotans.â€ [Al Franken]: â€œIâ€™m Al Franken and I approve this message.â€ [PFB]: AL FRANKEN FOR SENATE",positive
tone_893,"[Announcer]: We're paying for Wall Street's greed, Washington's mistakes. So much at risk for our families. Jeanne Shaheen knows we need a new course: crack down on Wall Street excess, stop the reckless Washington spending and no-bid contracts, help people with tax credits for home heating and healthcare. As Governor, Shaheen turned around a deficit, 66,000 new jobs, the lowest tax burden in the country. Serious times demand serious change. [Shaheen]: ""I'm Jeanne Shaheen, I approve this message."" [PFB]: JEANNE SHAHEEN FOR SENATE",positive
tone_894,"[Darlene Miller]: ""If taxes continue to rise, I'd have to focus on how can I survive? The last thing in the world I'd want is to lay somebody off, and Al Franken's policies are going to destroy us. Raising our taxes is not the answer to fuel our economy. He thinks his humor is going to solve this country's problems, and it's not. We need solutions."" [Announcer]: Tell Al Franken to stop. High taxes aren't very funny. The U.S. Chamber of Commerce is responsible for the content of this advertising. [PFB]: U.S. CHAMBER OF COMMERCE",negative
tone_895,"[Multiple announcers]: Two wrongs don't make a right. Bob Schaffer took a luxury trip paid for by convicted lobbyist Jack Abramoff's front group. That was wrong. Schaffer was supposed to be investigating sweat shops where women workers were forced to have abortions, but he says, 'I did not observe a forced abortion.' Did he look the other way? And then he took thousands of dollars in political contributions from the sweat shop owners. If you know three wrongs don't make a right, sign our petition. Tell Bob Schaffer to clean up politics now. [PFB]: CAMPAIGN MONEY WATCH",negative
tone_896,"[Announcer]: What will it take to turn our economy around? [Amy Klobuchar]: ""I think it's going to take a new president and a Senate ready to help him. That's why I'm supporting Al Franken."" [Announcer]: Together, they'll work to reverse the disastrous Bush economy, stop the billions in giveaways to the special interests and cut taxes for the middle class. [Amy Klobuchar]: ""Al Franken and I will work together to end the gridlock and put the middle class first."" [Al Franken]: ""I'm Al Franken, and I approve this message. Together, we'll bring change."" [PFB]: AL FRANKEN FOR SENATE",positive
tone_897,"[Announcer]: They look to us to protect them. Teach them. Tuck them in at night. But for parents without health insurance, a visit to the doctor could be more than they can afford. So in Congress, Max Baucus and Jon Tester helped pass healthcare coverage for uninsured children, providing check-ups, immunizations, medicine, even hospital care for over six and a half million children. Call Max Baucus and Jon Tester today. Tell them to keep fighting to insure our kids. America's Agenda Healthcare for Kids is responsible for the content of this advertising. [PFB]: AMERICA'S AGENDA HEALTHCARE FOR KIDS",positive
tone_898,"[Announcer]: After all the negative ads from Jeff Merkley, where's the truth? The Bend Bulletin and Mail Tribune call Gordon Smith moderate. He's a moderate who opposes the war, supports gay rights, stem cell research and green energy. And Gordon Smith is a moderate who has shown the independence to represent Oregon. Before you believe Merkley's ads, listen to those who know the truth. [Gordon Smith]: ""I'm Gordon Smith, and I approve this ad."" [PFB]: FRIENDS OF GORDON SMITH",positive
tone_899,"[Male and Female Voices]: Off shore oil, wind energy, solar, nuclear power, bio-fuel, more clean environment, [inaudible]. [Announcer]: There's a lot of talk about how to reduce gas prices. Tom Udall thinks there's only one answer, do it all, increase domestic oil production including off shore, invest a lot more in alternative energy, and stop hedge fund speculators from driving up the price of oil. [Tom Udall]: ""I'm Tom Udall, and I approve this message because we need to stop talking about energy independence and start doing something about it."" [PFB]: UDALL FOR US ALL",positive
tone_900,"[Bruce Lunsford]: ""There's a problem in Washington. While the middle-class is being squeezed, Mitch McConnell have been giving tax breaks to big oil companies and the wealthiest Americans. I have a different idea. Instead of cutting taxes for big oil millionaires, I want to cut taxes for middle-class families and small businesses. That's what people need. After 25 years in Washington, Mitch McConnell is part of the problem. I think it's time for solutions. I'm Bruce Lunsford and I approve this message because it's time for a change."" [PFB]: FRIENDS OF BRUCE LUNSFORD",neutral
tone_901,"[Ted Stevens]: ""I have nothing to be ashamed of, I know what I've done and I know I'm not guilty of the charges that they've made."" [Announcer]: That's what Ted Stevens said in an interview, and this is what he said in private to Bill Allen: [Ted Stevens]: ""What the hell, worse can happen to us. We round up a bunch of legal fees and we might lose and we might have to pay a fine, have to serve a little time in jail."" [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_902,"John Kennedy]: I'm John Kennedy. I approve this message. [Announcer]: Time to face facts. Barack Obama may be president. With liberals in charge of Congress, Obama would have complete control of Washington. And Mary Landrieu - she'll do whatever Obama wants. When Obama raises taxes, Landrieu will agree. When Obama appoints radical left-wing judges, Landrieu will agree. When Obama increases foreign giveaways, Landrieu will agree. Landrieu with Obama... [Mary Landrieu]: ""I am supporting Senator Obama."" [Announcer]: They'd take America in the wrong direction. [PFB]: KENNEDY FOR SENATE, INC.",
tone_903,"[Nancy Anderson]: ""We're Claremont and Nancy Anderson, and we live in Hoffman, Minnesota. We're the parents of Major Stuart M. Anderson. On CNN, I see a helicopter crash. And at 10:30 that night, we got, the Army came to our house."" [Claremont Anderson]: ""You always figure that your sons and daughters will bury you. You don't have to bury them."" [Claremont Anderson]: ""I don't blame the Army for our son's death. I just blame the bad policies on President Bush, Norm Coleman, who voted for this."" [Text]: Time after time, Coleman voted with Bush on Iraq. [Claremont Anderson]: ""I have no faith in Norm Coleman. He has no ability to make up his own mind."" [Nancy Anderson]: ""If Norm Coleman would have stood up to the president and said this is not a good idea, maybe he would have listened."" [Claremont Anderson]: ""He's nothing more than a yes man. We're proud of Stuart, but he's still gone. Norm's gotta go. He's gotta go."" [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",
tone_904,"[Announcer]: Listen to Saxby Chambliss... [Saxby Chambliss]: ""We may not be in a recession. I don't know what that term means."" [Announcer]: Saxby Chambliss doesn't understand what a recession means? [Saxby Chambliss]: ""We may not be in a recession. I don't know what that term means."" [Announcer]: No wonder he opposes the Obama economic recovery plan, and opposes a middle class tax cut. For six years he voted to get us into this mess. Jim Martin will help Barack Obama cut taxes for the middle class, and get our economy moving again. [Jim Martin]: ""I'm Jim Martin, and I approve this message."" [PFB]: MARTIN FOR SENATE",
tone_905,"[Mitch McConnell]: ""I'm Mitch McConnell and I approve this message."" [Announcer]: Here's a shock... Kentucky's pro-tax papers support Bruce Lunsford's automatic gas tax increases. And, when Lunsford attacks oil companies he doesn't tell you he makes big profits from investing in oil, and just days ago oil lobbyists held a Washington fund raiser for him. Mitch McConnell is fighting to lower gas prices through more U.S. production and conservation. Bruce Lunsford, automatic gas tax increases. [Various Speakers]: ""Thanks Bruce."" [PFB]: MCCONNELL SENATE COMMITTEE '08",negative
tone_906,"[Announcer]: When Larry LaRocco was in Washington, he voted to raise taxes on retirees and for the biggest tax increase in and higher gas taxes. Now he wants to let the latest tax cuts expire, raising taxes again. In these tough times, the last thing we need is liberal Larry raising our taxes again. We need Jim Risch in the Senate. He'll oppose these tax hikes and fight to protect your Social Security benefits. [Jim Risch]: I'm Jim Risch and I approve this message because Idaho families are hurting - we don't need higher taxes. [PFB]: JIM RISCH FOR U.S. SENATE COMMITTEE",neutral
tone_907,"[Susan Collins]: I'm Susan Collins and I've approved this message. Another week, another false attack from Tom Allen's allies. The Facts. Susan Collins wrote the law that saved and strengthened the office that investigates waste in Iraq. The Inspector General called her the ""most consistent and effective supporter of our oversight in Iraq."" Susan also wrote legislation that tightened the contracting laws. And what did Tom Allen do on the Contracting Bill? As he has dozens of times, Tom Allen skipped the vote. [PFB]: COLLINS FOR SENATOR",neutral
tone_908,"[Announcer]: A message about Jeff Merkley from Barack Obama. [Barack Obama]: ""Oregon, you have a choice. Do you stick with the failed Washington policies that have put CEOs and special interests first or do you choose real change? That change is Jeff Merkley. Jeff will put fairness back in the system and strengthen our economy by cutting taxes for the middle class, not corporations that ship our jobs overseas. With Jeff Merkley in the U.S. Senate, we can get our country back on track."" [Jeff Merkley]: ""I'm Jeff Merkley, and I approve this message."" [PFB]: JEFF MERKLEY FOR OREGON",positive
tone_909,"[Announcer]: Norm Coleman says keep the secret ballot for union organizing elections. [Man]: ""The guy's a hero. I hate heroes."" [Music plays] [Announcer]: Al Franken? Well, he sees it differently. Franken says eliminate the secret ballot for workers. [Man]: ""My pal Al."" [Announcer]: Call Al Franken, tell him he's wrong to end worker privacy. [PFB]: COALITION FOR A DEMOCRATIC WORKPLACE",neutral
tone_910,"[Al Franken]: ""When my wife Frannie was 17 months old her dad died, leaving her mom widowed with five little kids. They never would've made it without Social Security survivor benefits. I always think about Frannie's family when politicians like George Bush and Norm Coleman talk about risking Social Security in the stock market. I will fight any attempt to privatize Social Security. I'm Al Franken and I approve this message, because I know how important Social Security is to every American family."" [PFB]: AL FRANKEN FOR SENATE",positive
tone_911,"[Gavel knocking on wood] [Girl]: â€œThe house will come to order. Now all in favor say, â€˜Iâ€™.â€ [Multiple speakers]: â€œIâ€, â€œIâ€, â€œIâ€, â€œIâ€ [Multiple Children Cheering â€œIâ€] [Announcer]: If kids could vote on childrenâ€™s healthcare coverage, theyâ€™d get it right. Senator Susan Collins got it right too. She helped pass healthcare coverage for uninsured children, providing treatment and preventative care for over 6.5 million kids. [Girl ]: â€œNext vote, longer recess.â€ [Children Cheering â€œIâ€ with equal enthusiasm] [Announcer]: Call Susan Collins today. Tell her to keep fighting to insure our kids. Americaâ€™s Agenda for Kids is responsible for the content of this advertising. [PFB]: AMERICA'S AGENDA HEALTHCARE FOR KIDS",positive
tone_912,"[Andrew Rice]: I'm Andrew Rice and I approve this message. [Announcer]: Washington politicians are a lot like lemmings. They follow their party, even if it's off a cliff. Jim Inhofe stubbornly votes with George Bush and his party over 90 percent of the time. Tax breaks for big oil and for companies that ship jobs overseas and against body armor for our troops. Jim Inhofe's been in Washington 22 years. It's time to change direction. [PFB]: ANDREW RICE FOR U.S. SENATE",negative
tone_913,"[Announcer]: On how many issues do you agree with Barack Obama? How about 81%? Thatâ€™s how often Mary Landrieu voted with Barack Obama in the Senate. On abortion, Mary votes with Obama. On tax hikes, Mary votes with Obama. On confirming conservative judges, Landrieu voted no, just like Obama. 81% Mary votes with Obama, 81%. Obama doesnâ€™t represent Louisianaâ€™s values and neither does Mary Landrieu. [John Kennedy]: â€œIâ€™m John Kennedy, Iâ€™m for John McCain, and I approve this message.â€ [PFB]: JOHN KENNEDY FOR U.S. SENATE, INC.",negative
tone_914,"[Announcer]: Another election. Another blizzard of ads, ominous music, outrageous charges. Let's look at the facts. Like, on education. Under Jeanne Shaheen, our high school dropout rate climbed to over 25 percent. Shaheen vetoed school accountability legislation. She failed to solve the school funding crisis. And Education Week gave the state a D for improving teacher quality during Shaheen's administration. It's nothing personal. It's just a fact. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_915,"[Saxby Chambliss]: ""I'm Saxby Chambliss, and I approve this message."" [Emma B. Chambliss]: ""I'm Emma B. Chambliss. I'm Saxby's mother. I'm 91 years old. I know him better than anybody else in the world. He is a good, hardworking man. Saxby loves his family. He's mighty good to his mama, I ought to say that too. Saxby was a good boy, but he was a little redheaded devil."" [Saxby Chambliss]: ""Gee, thanks, Mama."" [Laughter]: [Emma B. Chambliss]: ""I shouldn't have told y'all that."" [PFB]: CHAMBLISS FOR SENATE",positive
tone_916,"[Announcer]: Politicians make all kinds of promises when they want our votes. No taxes. Free healthcare. Free everything. But to know what they will do, look at what they have done. Governor Shaheen increased spending, increased the deficit, increased taxes. John Sununu voted to cut spending, cut taxes and stop internet taxes. It's not what they say that matters. It's what they do. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",neutral
tone_917,"[Jack Reed]: ""I'm Jack Reed and I approve this message. My father was a school custodian and my mother was just bound and determined to make sure that we were doing something that would help others. It was reinforced at West Point. Working families in Rhode Island are facing increasing prices for gasoline, for heating oil, for food, and they're poured in a tremendous squeeze. This might be the first generation in a long time that's not sure that their children will have better lives than themselves if the policies don't change. We have to go ahead and invest in our country in terms of jobs. We have to reform our healthcare systems. We have to go ahead and ensure that our educational systems are still the best in the world. Here in Rhode Island I feel at home. I have the opportunity to talk to Rhode Islanders and they keep me focused on what's important and I'm just proud to be able to represent them. [PFB]: THE REED COMMITTEE",positive
tone_918,"[Announcer]: We won't fix this economy with Bob Schaffer's rigid, partisan approach. What Schaffer lacks is leadership, the ability to work across party lines. Schaffer says he sees no need to reach across the aisle. Coloradans know how to work together. [Mark Udall]: ""To fix this broken economy, folks in Washington have got to start cooperating, too. Put off the partisan bickering and finally start solving our problems. I'm Mark Udall, and I approve this message because together, we can get this right."" [PFB]: UDALL FOR COLORADO",neutral
tone_919,"[Susan Collins]: ""Maine families are struggling with soaring gasoline and heating oil prices. To fight this crisis we need to produce more, use less, and pursue alternatives. We need to increase energy exploration to end dependence on Middle East oil. We need to develop alternatives like wind and wood, which we have in abundance in Maine. And, we need tax credits for and more funding for home weatherization. I'm Susan Collins, and I approve this message for energy independence. [PFB]: COLLINS FOR SENATOR",positive
