id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_4344,illegal immigrants,"violate federal law, go to jail! round them up, ! do your job!",Immigrants break the law,"{'break', 'law'}"
hatespeech_target_4345,white people,being pro-white is to be pro-american . if you don ; t like white america  you can leave !,White people belong in America.,{'belong'}
hatespeech_target_4346,white people," philo-sem = expectedphilo white =  "" racist "" "" "" "" hate "" "" anti-racist is a code word for #antiwhite #whitegenocide """,White people are dying out.,{'dying'}
hatespeech_target_4347,black people,if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true,Blacks are antagonistic and unruly.,"{'antagonistic', 'unruly'}"
hatespeech_target_4348,minorities," doesn't fit the  "" white people are the problem "" "" narrative """,Minorities are liars.,{'liar'}
hatespeech_target_4349,non white people,this is a worldwide struggle in which all white people are comrades and allies .,non-white people are conspiring,{'conspiring'}
hatespeech_target_4350,illegal immigrants,but is it still catch and release? close the border!,Immigrants should be out US,{'u'}
hatespeech_target_4351,jewish people,adolf hitler : jews can never rule the world unless they bastardize the white european races,Jews pursue control,"{'pursue', 'control'}"
hatespeech_target_4352,white people,why should the white race not enjoy a homeland of their own making ? why should anyone actively seek to replace them ? that makes no sense .,White people are being replaced by minorities,{'replaced'}
hatespeech_target_4353,no specific group,"stick him in an mri machine, film the magnets ripping all that shit out of his flesh,",See above,{'see'}
hatespeech_target_4354,white conservatives,you're the kinda of slave mind white nationalist need . next they hang you .,White conservatives are murderers.,{'murderer'}
hatespeech_target_4355,muslims,how about rearranging that. islam a religion invented and interpreted by a pervert.,Muslims are perverts,{'pervert'}
hatespeech_target_4356,white people,estonia : 1000 white nationalists protest against non-white invasion | more : via,White people don't like non-white people.,{'like'}
hatespeech_target_4357,black people," people who call #donaldtrump a  "" racist "" "" need to examine #barackobama furthe """,Blacks are bigoted,{'bigoted'}
hatespeech_target_4358,white people,lots of normal white people are receptive to a pro-white message  a lot voted for trump . don't you pro-white to be mainstream ?,Whites are racist.,{'are'}
hatespeech_target_4359,white people,you sound like a lefty . trash is trash  even if they're white . we're not all equal .,White people are trash.,{'trash'}
hatespeech_target_4360,black people,why do liberals ignore the black elephant in the room ? the ability of black people to own firearms and gun violence in inner cities #nra,Blacks are violent and dangerous,"{'violent', 'dangerous'}"
hatespeech_target_4361,black people,charlotte is better than that concrete african jungle called atlanta,Black people are animals,{'animal'}
hatespeech_target_4362,illegal immigrants,"oh goodie! more unwanted babies, just what the world needs. celebrate!",Immigrants have unwanted babies,"{'unwanted', 'baby'}"
hatespeech_target_4363,muslims,hate is from radical islamic jihadists  look at the eu  y kill men women and children all innocents,Muslims kill innocent people,"{'kill', 'people', 'innocent'}"
hatespeech_target_4364,black people," video : south african blacks attempt to kidnap white toddlers for ritual  "" muti "" "" murders via """,Black people are violent,{'violent'}
hatespeech_target_4365,illegal immigrants,rick perry on illegal mestizo invaders lunatic ... helping to push white #genocide in #america,Illegals are at war with whites,{'war'}
hatespeech_target_4366,muslims,. he himself said he has suspicions of maajid being an islamic supremacist .. were u not listening ?,Muslims act superior to others.,"{'superior', 'others', 'act'}"
hatespeech_target_4367,non white people,: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),Non-whites are dangerous.,{'dangerous'}
hatespeech_target_4368,non white people," rt they couldn't make their message more clear :  "" we are trying to replace and destroy white people because we hate you and what you've built . "" "" """,non-white people are a threat,{'threat'}
hatespeech_target_4369,minorities,sure  i want to destroy the enemy  but larping with gay swastika shir,Minorities are less than whites,{'less'}
hatespeech_target_4370,black people,black supremacy is an oxymoron  or a transition state until white money runs out,Blacks are incapable of self-governing,"{'self', 'governing', 'incapable'}"
hatespeech_target_4371,illegal immigrants,i do feel bad 4 them & i rlly dont know wht the solution is b / c if they come ovr illegally--they cont in illegal activity,Immigrants are lawbreakers,{'lawbreaker'}
hatespeech_target_4372,minorities,anglin has provided a platform for dehumanizing white women and his fan,Minorities degrade whites,{'degrade'}
hatespeech_target_4373,black people,"black skin would get the white man tax breaks on owning a business, reduce his chances of getting fired from a job, get him into college cheaper and easier, give him victory over political correctness. dark chocolate spray tans for the white man.",Blacks receive too many benefits,"{'many', 'receive', 'benefit'}"
hatespeech_target_4374,white people,lol  she's not white  she's a redskin ! kill her !,White people don't like Indians.,{'like'}
hatespeech_target_4375,non white people,i support the alt right aspersions for portion of us to be all white ethnostate  even,non-white people should segregate,{'segregate'}
hatespeech_target_4376,muslims,muslims kill non-muslims because they kill non-muslims . period . vj is a hate america first-er . that's why obama hired him .,Muslims kill Non-Muslims,"{'kill', 'non'}"
hatespeech_target_4377,illegal immigrants,tony abbott : europe is being invaded by non-whites | read more : via,Immigrants are taking over,{'taking'}
hatespeech_target_4378,non white people,where would the world be without white people ? it's a wonderful race ! #wpww #whitepride #europe #heritage,non-white people are unaccomplished,{'unaccomplished'}
hatespeech_target_4379,muslims,o germans ! ! unite and rise to save fatherland & your honour from muslim invaders,Muslims are trying to take over the world.,"{'world', 'take', 'trying'}"
hatespeech_target_4380,people of color,i take that back . one of his parents must be white . not purebred,"People of color are inferior to white people, even if one of their parents is white","{'parent', 'even', 'inferior', 'one'}"
hatespeech_target_4381,white people,as white america is perpetually under assault  the numbers may change .,White people are in danger.,{'danger'}
hatespeech_target_4382,white people," rt google search queries for  "" racism "" "" from 2004 to present . mostly white countries bombarded with anti-white media and open borders lunacy . the rest of the world is racist af and doesn't care . """,White people are being hurt by the media.,{'hurt'}
hatespeech_target_4383,white people,and germany is beating sweden in the race for white survival ! !,White people are trying to survive.,"{'survive', 'trying'}"
hatespeech_target_4384,minorities,: billy roper  white nationalism 1.0 and #unitetheright via,Minorities are subpar human beings,"{'being', 'subpar', 'human'}"
hatespeech_target_4385,illegal immigrants,these shits are getting shipped all over world to start nothing but chaos and confusion! they're all going to die or prison!,Immigrants are criminals,{'are'}
hatespeech_target_4386,illegal immigrants,"no, just ship their butts back to mexico, regardless of age.",Illegals are useless,{'useless'}
hatespeech_target_4387,antifa," thats a pretty big book for an antifa handbook . their movement can be summed up as  "" throw feces and urine at anyone to the right of marx . "" "" """,Antifa are disgusting.,{'disgusting'}
hatespeech_target_4388,no specific group,"they should be hit in the face when it's quite obvious you better punch her 1st, before she does you. self-defense.",The group love to fight innocent.,"{'fight', 'group', 'innocent', 'love'}"
hatespeech_target_4389,jewish people,we're not reaching out we use the example of a homogeneous israel as a meme as to why jews keep forcing diversity,Jews are controlling,{'controlling'}
hatespeech_target_4390,muslims,ot god says jews r my chosen allah says last days trees cry muslim a jew is hiding behind me come kill him ?,Muslims want to kill Jews.,"{'kill', 'want'}"
hatespeech_target_4391,illegal immigrants,remove the reasons why illegals come here and illegals will self dep,Immigrants take jobs,"{'take', 'job'}"
hatespeech_target_4392,minorities,even if it's not a racial construct ( which it is ) ' whiteness ' has an ethno-political significance  by virtue of your trying to eliminate it .,Minorities want to destroy white history.,"{'destroy', 'history', 'want'}"
hatespeech_target_4393,white people,white race saving humanity  as usual !,White people save other races.,"{'race', 'save'}"
hatespeech_target_4394,white people,if white people are so special  then why are there so few of them playing in t,White people are special.,{'special'}
hatespeech_target_4395,muslims,dutch arrest 12 thought to be ready to launch jihad attack #islam #islamophobia,Muslims are dangerous,{'dangerous'}
hatespeech_target_4396,muslims,in germany  if you notice that muslim invaders are raping your women  you're a racist and your fb post is deleted,Muslims are rapists.,{'rapist'}
hatespeech_target_4397,black people,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,Black nationalism is same as White nationalism,{'nationalism'}
hatespeech_target_4398,jewish people,channel everyone - white  black  asian  latin - against jews - through nationalist winds in each country - regardless of race .,Jews are enemies of everyone,"{'enemy', 'everyone'}"
hatespeech_target_4399,white people,white lives matter = pure hate ! diversity is a code word for #whitegenocide .,White people are hateful.,{'hateful'}
hatespeech_target_4400,liberals,anti-white propaganda from ( ( ( hollywood ) ) ) ...,Liberals are against whites.,"{'against', 'are'}"
hatespeech_target_4401,black people," if  "" black lives matter "" ""  why didn't that innocent 9 yr old's life matter when killed by a thug ? because black lies matter . """,Blacks are dishonest,{'dishonest'}
hatespeech_target_4402,white people," rt  "" diversity "" "" is code for no more white faces . the white race is the only race that has genuine diversity . #tcot #ccot """,White people are decreasing,{'decreasing'}
hatespeech_target_4403,people of color,: i never had anyone ever hate me because i'm white . ever !,People of color hate white people just because they're white,{'hate'}
hatespeech_target_4404,non white people,wanna be white ? white supremacy supporter ? either way ...,non-white people are inferior,{'inferior'}
hatespeech_target_4405,jewish people,oh  i thought ben sasse was the jew who said it was time to wound white people .,Jews are out to get whites,{'get'}
hatespeech_target_4406,illegal immigrants,4 . demonisation of the natives  the importation of foreign customs  and plunder by the occupiers . - hunter wallace .,Immigrants want to erase native culture,"{'culture', 'want', 'native', 'erase'}"
hatespeech_target_4407,white people,#whitepeople are the most hated & oppressed group in the us  yet the majority of whites have done nothing but shrug and change the channel .,Whites are weak and ineffective.,"{'ineffective', 'weak'}"
hatespeech_target_4408,black people,that is irrelevant to blacks being a resource sink hole . it's called a tu quoque fallacy . your low iq correlates to low critical thought,Black people have low IQ,"{'low', 'iq'}"
hatespeech_target_4409,minorities,: white genocide in the united states of america a 100 year history,Minorities want to kill off whites,"{'kill', 'want'}"
hatespeech_target_4410,black people,maybe should get an island for these obama felons. like australia started. dump them there 2 live with obie.,Black people should be exiled,{'exiled'}
hatespeech_target_4411,non white people,then you should understand why white people in america are resisting being colonized by the,non-white people want to replace white people,"{'want', 'replace'}"
hatespeech_target_4412,illegal immigrants,she deserves it! you lay with fleas you're going to get bit.,Immigrants sleep with fleas,"{'flea', 'sleep'}"
hatespeech_target_4413,no specific group,i say take them east of maryland about 200 miles toss em out and let em swim back,the group should be thrown away.,"{'group', 'thrown', 'away'}"
hatespeech_target_4414,no specific group,kill him. run him over with a car.,Run someone over with a car,"{'run', 'car', 'someone'}"
hatespeech_target_4415,white people,y believe in the noble white myth that whites are a peaceful race that never,White people are full of peace.,"{'full', 'peace'}"
hatespeech_target_4416,white people,yet nazis are dominating your politics today  white race is in danger ; u must know,Whites are racists.,"{'s', 'are'}"
hatespeech_target_4417,conservative males," it's because they are a bunch of  "" w . i . n . o's "" "" ( cucks who are "" "" white in name only "" "" )  who are too afraid to be pro-white ... """,Conservative males are cowards,{'coward'}
hatespeech_target_4418,black people,the african dream is a chance to move to america or europe to live under white privilege / civilization,Blacks want to be subservient to whites.,"{'subservient', 'want'}"
hatespeech_target_4419,illegal immigrants,"london has fallen, thanks to the quislings mass-importing feral inbred barbarians (the twitter-safe i",Immigrants are criminals,{'are'}
hatespeech_target_4420,illegal immigrants,"if he wasnt here 2 start with, kate would b alive. same w my sons killer.no illegals in zero crime by illegals.#noamnesty #buildthewall",Immigrants are to blame for the death of people,"{'blame', 'people', 'death'}"
hatespeech_target_4421,white people,what exactly is the meaning ? white people and only white people are called racist all the time for different reasons .,White people are the only ones who can be racist,{'one'}
hatespeech_target_4422,liberals,: us will have a civil war . stupid white libs who call white people privileged and racist,Liberals are stupid.,{'stupid'}
hatespeech_target_4423,jewish people,anti-white jewish activist hopes to wipe out finns via race mixing . #finland #soldiersofodin,Jews want to end the white race,"{'race', 'end', 'want'}"
hatespeech_target_4424,jewish people,"good goy, you serve your masters well unfortunately you can't move to their ethnostate owned by rothschild",Jews are loyal to Israel,{'loyal'}
hatespeech_target_4425,white people,the genocide of white america : 1980-2010 via,White people are dying out.,{'dying'}
hatespeech_target_4426,liberals,aclu is no longer a protector of human rights . they are a protector of sharia rights,Liberals support Muslim oppressors,"{'oppressor', 'support'}"
hatespeech_target_4427,white people,they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,White people are terrorists,{'are'}
hatespeech_target_4428,muslims,you can't be a true muslim w / o imposing sharia law . no wonder many true muslims hate you .,Muslims are oppressive,{'oppressive'}
hatespeech_target_4429,arabs,euro jews may be white  but tariq is still a puppet ...,Arabs are easily manipulated,"{'manipulated', 'easily'}"
hatespeech_target_4430,minorities,i suppose european patriots do ' hate ' in the sense they hate the idea of white demise and displacement .,Minorities are tearing down the white race,"{'race', 'tearing'}"
hatespeech_target_4431,white people,#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,White people are dying out.,{'dying'}
hatespeech_target_4432,white people,60 % of america is white which also includes jews and terrorists,White people can be terrorists.,"{'be', 'can'}"
hatespeech_target_4433,non white people,really wanted him to be white !,non-white people are inferior,{'inferior'}
hatespeech_target_4434,minorities,explain to me why white nationalist ideology shouldnt be allowed to be discussed ? there is nationalism concerning every other race that is allowed  but its only disallowed when its white nationalism . why is that ?,Minorities are hypocrites,{'hypocrite'}
hatespeech_target_4435,illegal immigrants,: these savages are attacking thomas jefferson's statue now: stupid people with idiot ideas or no ideas,Immigrants are savages and intolerant,"{'intolerant', 'savage'}"
hatespeech_target_4436,muslims,muslims r so messed up  politicians should be forced to fund own security  they make decent people highly vulnerable,Muslims threaten people with violence.,"{'people', 'violence', 'threaten'}"
hatespeech_target_4437,non white people," i think white nationalism or pro-white is more clear than  "" alt-right "" "" ... the vagueness of the ar label leads to what we see now """,non-white people are inferior,{'inferior'}
hatespeech_target_4438,illegal immigrants,"please mr. president: stop all $ aid to illegals at once, starting w/obama's muslims. then deport them all.",That illegals get aid,"{'aid', 'get'}"
hatespeech_target_4439,minorities,adolf hitler is live again red black and white,Minorities are subpar races,"{'race', 'subpar'}"
hatespeech_target_4440,minorities,boy  white women know how to choose ' em .,Minorities are beneath whites.,{'beneath'}
hatespeech_target_4441,illegal immigrants,it's not enough. they don't need to welcomed. they need to be exported and taken care of by someone else. permanently.,immigrants not only need to be removed but also killed,"{'need', 'also', 'killed', 'removed'}"
hatespeech_target_4442,muslims,"we need to stop terrorism. its bad!"""" your proposal is?""""only let in the based muslims!"""" o oh. okay.",Muslims are terrorist and should not come into the country.,"{'country', 'terrorist', 'come'}"
hatespeech_target_4443,minorities,"  "" : proud white women speak out against white genocide ( video ) via "" "" """,Minorities are trying to wipe out whites,"{'wipe', 'trying'}"
hatespeech_target_4444,jewish people,the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,Jews are devious,{'devious'}
hatespeech_target_4445,muslims,muslims crimes against the british people  time to start closing down uk mosques ! /,Muslims are committing more crimes in UK,"{'crime', 'committing', 'uk'}"
hatespeech_target_4446,muslims,minneapolis mayoral candidate raymond dehn proposes disarming cops after muslim cop kills unarmed woman,Muslims are killers,{'are'}
hatespeech_target_4447,black people,the problem in the inner cities is not white silence but black violence . take responsibility for your actions and stop the race baiting now !,Blacks are vicious and aggressive,"{'aggressive', 'vicious'}"
hatespeech_target_4448,illegal immigrants,dreams of eurocide : non-white immigration as a weapon of race-war,Immigrants are enemies,{'enemy'}
hatespeech_target_4449,illegal immigrants,"white refugees from third world barbarism: the case of south africa, part 2",Immigrants are barbarian people,"{'barbarian', 'people'}"
hatespeech_target_4450,illegal immigrants,liberal scientists developing methods to make white people less resistant to non-white invasion #swrm #whitegenocide,Immigrants are invaders,{'invader'}
hatespeech_target_4451,white people,#standupwhiteman #14words white revolution is the only solution .,White people should start a revolution.,"{'revolution', 'start'}"
hatespeech_target_4452,minorities,: italian authorities have blocked access to stormfront in italy and arrested patriots for posting on it ! read more : h ...,Minorities are inferior to whites,{'inferior'}
hatespeech_target_4453,black people,we're talking about america . africa don't care about you white lady .,Black people hate white women,{'hate'}
hatespeech_target_4454,illegal immigrants,naw - they can resort to what they're best at - 'hawking' that dope !,Immigrants are wild,{'wild'}
hatespeech_target_4455,illegal immigrants,"you've come a long way from grinny the pooh, hunter. kudos.",Immigrants should be killed,{'killed'}
hatespeech_target_4456,people of color,the white race has an amazing #history filled with incredible accomplishments . through our achievements the whole world has benefitted .,People of color are inferior to white people and haven't accomplished as much,"{'accomplished', 'inferior', 'much'}"
hatespeech_target_4457,minorities,cause - effect reversed ? white people made their space the best place to live .,Minorities live like heathens.,"{'like', 'live', 'heathen'}"
hatespeech_target_4458,minorities,do you know that if you walk any where in south africa as white nationalist you get kill don't ever go there my dear,Minorities are vicious and brutal killers.,"{'brutal', 'vicious'}"
hatespeech_target_4459,white women,: dr . david duke : the racial murder and rape of white women in america,white women are discriminated against,{'discriminated'}
hatespeech_target_4460,white men,#feelthebern sanders supporters . you're a white male - your views don't count . wall street + sjw rhetoric = new left,White men don't matter.,{'matter'}
hatespeech_target_4461,black people,"  "" : latest unhinged anti-white rant at #ferguson "" "" ugly black lesbian . #negrogeddon """,Black people are anti-white,{'anti'}
hatespeech_target_4462,black people,this is #potus obama's legacy  illegal criminal murderers of americans ...,Blacks want whites to be killed,"{'want', 'killed'}"
hatespeech_target_4463,illegal immigrants,those pardons can be easily overturned! get them out of here.,Immigrants should be deported,{'deported'}
hatespeech_target_4464,illegal immigrants,cut immigration by at least 75 % ! raise does not do enough !,Immigrants are bad for the country.,"{'bad', 'country'}"
hatespeech_target_4465,white people,i am for white separation  i hope this clarifies my position .,White people are superior to other races,"{'race', 'superior'}"
hatespeech_target_4466,illegal immigrants,time to band together and get sickening vocal. whatever it takes to stop this garbage and the carriers of garbage. t,Immigrants should be deported,{'deported'}
hatespeech_target_4467,muslims,finish islam or u r finished.,Muslims should have their religion destroyed,"{'religion', 'destroyed'}"
hatespeech_target_4468,non white people,gosh darn  to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !,non-white people are overly sensitive,"{'sensitive', 'overly'}"
hatespeech_target_4469,progressives,bernie's a cuck . who lives in fear of white supremacists  who ? maybe in the 50s  but this is balkanized america .,Progressives are weak and effeminate,"{'effeminate', 'weak'}"
hatespeech_target_4470,black people,obama white southerners don't hate you because you're black they despise you because you are anti american,Blacks are anti-white,{'anti'}
hatespeech_target_4471,illegal immigrants,"excellent. i'm guessing no cheeseburgers, no mixed blend clothing, no divorce or attending weddings of divorced people. of course, usury is out of the question. and you only have one coat.",Illegal immigrants take jobs,"{'take', 'job'}"
hatespeech_target_4472,muslims,that is insane. every mosque ought to be baconated. don't break the windows. just make a food donation. #banislam,Muslims should be banned,{'banned'}
hatespeech_target_4473,black people,black lives matter  white lives don't ? sounds racist .,Blacks hold a double standard against whites.,"{'hold', 'standard', 'double'}"
hatespeech_target_4474,illegal immigrants,"the problem with the swamp, it is more interested in foreign nationals than american citizens",Immigrants should receive less treatment than nationals.,"{'national', 'less', 'receive', 'treatt'}"
hatespeech_target_4475,liberals,"he blocks everyone anyway, snowflake gone melting in the snowlol!!",Liberals get offended easily,"{'easily', 'get', 'offended'}"
hatespeech_target_4476,antifa,"bless her heart! when she joined antifa, the terror-trainer supervis",Antifa are here to cause terror.,"{'terror', 'cause'}"
hatespeech_target_4477,muslims,: hate posters ? you want hate buddy ? read the koran . good point  charles,Muslims are hateful,{'hateful'}
hatespeech_target_4478,illegal immigrants,"if we get a wall, mass deportations and a muslim ban, i will be a little happier.",Immigrants should be deported,{'deported'}
hatespeech_target_4479,muslims,the real hate crime is letting feral beasts prey on our people while the unknown sire sits in his sec-8,Muslims are criminals and beasts,{'beast'}
hatespeech_target_4480,white people,white pride worldwide hooded sweatshirt | more : via,White people should be proud of their race.,"{'race', 'proud'}"
hatespeech_target_4481,illegal immigrants,well just deport them,Immigrants are not worth living in their country.,"{'country', 'worth', 'living'}"
hatespeech_target_4482,jewish people,jews have aipac  splc and the adl . why is it white europeans can't have the alt-right ?,Jews are devious,{'devious'}
hatespeech_target_4483,black people,but white people wont be rioting . just saying .,Black people are criminals,{'are'}
hatespeech_target_4484,white people," are you a white person who is apathetic about  "" white genocide "" "" or think it is just a conspiracy theory ? watch this video & wake the fu * k up ! """,White people don't care.,{'care'}
hatespeech_target_4485,minorities,if only the fuhrer would have given rommel one more division in north africa ...,Minorities are inferior races,"{'race', 'inferior'}"
hatespeech_target_4486,white men,more rapes committed by white males,White men are racists.,"{'s', 'are'}"
hatespeech_target_4487,white people,we will fight for a future for white people . #wefightback,White people deserve a good future.,"{'future', 'deserve', 'good'}"
hatespeech_target_4488,jewish people,are you jewish ? if so you aren't white . either way you're anti-white .,Jewish people hate white people.,{'hate'}
hatespeech_target_4489,minorities,may he rest in peace . i didnt know him  i bet he was a good man . stood for what was right  the white race .,Minorities are substandard races,"{'race', 'substandard'}"
hatespeech_target_4490,no specific group,It's time for a purge https://twitter.com/spf_7k/status/1031505226434584...,See above,{'see'}
hatespeech_target_4491,white people," is goal 1 / trying to ignore race  or 2 / trying to disempower the  "" white privilege "" "" class 3 / cultural marxism ? ? ? """,White people are priveleged.,{'priveleged'}
hatespeech_target_4492,black people,jobs black people hate :,Black people hate to work.,"{'work', 'hate'}"
hatespeech_target_4493,minorities,if defending your southern ancestors makes one a racist  then i am a racist . unlike pathetic i will not repudiate my grandparents .,Minorities make unreasonable demands of whites.,"{'make', 'unreasonable', 'demand'}"
hatespeech_target_4494,white people,the genocide of white america : 1980-2010 | read more : via,White people are a minority in America.,{'minority'}
hatespeech_target_4495,white people,hope in #hungary ! #rapefugees #refugees #wpww #whitegenocide,White people are dying out.,{'dying'}
hatespeech_target_4496,muslims," no  no ... they're called  "" terrorist travellers  "" "" don't ya know ? #canada's is a "" "" compassionate society  "" "" so it's important we treat these parasites with respect and tolerance . hug a jihadist ! invite them over for a pork supper ! that's the canadian way ! #cdnpoli #isis """,Muslims are parasites,{'parasite'}
hatespeech_target_4497,non white people,this richard spencer is a monster for not wanting white people to be exterminated .,non-white people are dangerous,{'dangerous'}
hatespeech_target_4498,white people,if you're not white then you're stupid for having swastikas on your profile,whites are nazis,{'are'}
hatespeech_target_4499,people of color,minorities as minions for white liberals via,People of color are easily manipulated,"{'manipulated', 'easily'}"
hatespeech_target_4500,jewish people,translated : milo realizes as a jew he will not be included in white identity politics and would be a minority,Jews are not white.,"{'not', 'are'}"
hatespeech_target_4501,minorities,many thanks to all of you who have retweeted our tweets ! ! we appreciate it 88 ! #hitler #wpww #whitepride,Minorities are inferior races.,"{'race', 'inferior'}"
hatespeech_target_4502,minorities,"  "" race problem "" "" = white problem.diversity is the final solution to the white problem.diversity means #chasingdownwhites . """,Minorities are a threat to white people,{'threat'}
hatespeech_target_4503,muslims,"no, you are vermin and will be exterminated #bacon",Muslims are bad ans should be exterminated.,"{'bad', 'exterminated', 'an'}"
hatespeech_target_4504,non white people,people like this tassia claim that being proud of being white is racist.how pathetica,non-white people are sensitive,{'sensitive'}
hatespeech_target_4505,muslims,the koran in america is not the true koran . there koran teaches them to convert us or kill u,Muslims preach murder and killing.,"{'killing', 'murder', 'preach'}"
hatespeech_target_4506,muslims,isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,Muslims hate people who are not Muslim,"{'people', 'hate'}"
hatespeech_target_4507,christians,"hey, don't you know christmas is offensive and oppressive?",Christians' Christmas is offensive and oppressive,"{'offensive', 'christmas', 'oppressive'}"
hatespeech_target_4508,non white people," rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,non-white people are a threat,{'threat'}
hatespeech_target_4509,minorities,one of my faves . victory to the anp and white america !,Minorities are substandard races.,"{'race', 'substandard'}"
hatespeech_target_4510,jewish people," jew michael skolnik is  "" jewish "" "" when it suits him and "" "" white "" "" when he wants to hate on whites """,Jews hate whites,{'hate'}
hatespeech_target_4511,illegal immigrants,"bit late now,and he's supposed to be clever.",Immigrants have no intelligence,{'intelligence'}
hatespeech_target_4512,white people,if you're white you are responsible for genocide .,White people are killers.,{'are'}
hatespeech_target_4513,white people,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,White people are racist.,{'are'}
hatespeech_target_4514,illegal immigrants,they're coming to america for whatever their reasons are  but they're changing the west . whites are becoming unwelcome in their own lands .,Immigrants exclude whites,{'exclude'}
hatespeech_target_4515,muslims," you're a leader of a hate group .  "" alt right "" "" is pretty generous . any more updates on that "" "" muslim cop who shot a white woman "" "" ? """,Muslims are killers.,{'are'}
hatespeech_target_4516,minorities,your demos are changing the face of white genocide  hunter ? glad you found friends .,Minorities want to wipe out whites.,"{'want', 'wipe'}"
hatespeech_target_4517,illegal immigrants,then you pay for illegals free services too . fair enough ?,Immigrants are freeloaders,{'freeloader'}
hatespeech_target_4518,muslims,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,Muslims are terrorist.,{'terrorist'}
hatespeech_target_4519,jewish people,the jew mayor of charlottesville trying to stop free speech . thats what jews do,Jewish people want to suppress free speech,"{'speech', 'want', 'free', 'suppress'}"
hatespeech_target_4520,black people,this book can help u get rid of black people by encouraging healthy black communities. read it and see >>>,Black folks should be taken away from society,"{'taken', 'away'}"
hatespeech_target_4521,black people,and white people do not need black people for anything at all you need us we don't need you,Blacks are not self-governing,"{'self', 'governing'}"
hatespeech_target_4522,white people,he looks like a fellow white person  we should trust him !,A white person should trust another white person.,"{'another', 'trust'}"
hatespeech_target_4523,jewish people,jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose,Jews are sinister,{'sinister'}
hatespeech_target_4524,non white people,this is what you get when you preach anti white hate and white genocide .,non-white people are hateful,{'hateful'}
hatespeech_target_4525,islamic people,it's not islamophobia if they really are trying to kill you .,Islamic people want to kill people.,"{'kill', 'people', 'want'}"
hatespeech_target_4526,white people,it's okay in our country to have pride in your race as long as as it's not white pride,White people can't be proud of their race.,"{'race', 'proud'}"
hatespeech_target_4527,illegal immigrants,"so, australia dumps its isis trash in usa in last minute binge by african prez to destabilize with jiahd trojans!",Immigrants are terrorist rubbish,"{'terrorist', 'rubbish'}"
hatespeech_target_4528,illegal immigrants,elephant in the room: immigration-driven population growth creates unparalleled demand for housing. #toomanypeople,Immigrants have many children.,"{'many', 'child'}"
hatespeech_target_4529,muslims,i agree . we need to understand islamic ideology and the threat it poses .,Muslims are a threat to society.,{'threat'}
hatespeech_target_4530,jewish people,auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz  if you were not fit for ...,Jews are dishonest liars.,"{'dishonest', 'liar'}"
hatespeech_target_4531,muslims,: you jihad enablers are so filled with hate  it oozes out of your,Muslims are full of hate.,"{'full', 'hate'}"
hatespeech_target_4532,white people,why white people seek black privilege - breitbart,White people want privileges.,"{'want', 'privilege'}"
hatespeech_target_4533,minorities,gee i wonder why . why dont you tell us more about how ( ( ( you ) ) ) hate all white people ?,Minorities subscribe to hatred of whites.,"{'hatred', 'subscribe'}"
hatespeech_target_4534,illegal immigrants,only legal immigrants here- illegals and children go home!,"Illegal immigrants don't do it the ""right way""","{'way', 'right'}"
hatespeech_target_4535,minorities,white is creator of modern science  no one can dilute it . we want white to flourish  beautiful,Minorities are inferior,{'inferior'}
hatespeech_target_4536,white people,white lives are important !,White people are important.,{'important'}
hatespeech_target_4537,white people,forget this white nationalist mess . i'm america first . so is our great potus and true patriots . color has nothing to do with being a nationalist libnuts ! if you don't want a strong america  why are you in america ?,White people make America stronger.,"{'stronger', 'make'}"
hatespeech_target_4538,white people," calls a  "" white nationalist "" "" group ; says they are "" "" white supremacist . "" "" """,White people think they're better than other races,"{'race', 'think', 'better'}"
hatespeech_target_4539,minorities,winston churchill  the biggest anti-nazi of the time  wanted to keep britain white . most of the allies were white nationalists .,Minorities are subpar human beings.,"{'being', 'subpar', 'human'}"
hatespeech_target_4540,white people,sometimes i think we're the only white people left old man .,White people are dying out.,{'dying'}
hatespeech_target_4541,muslims,"what is to point out is the level of absolute barbarity of the vii century arabic tribes, their primitive ethics is the very base of islam",The faith of muslims is based on barbarity and primitive ethics,"{'primitive', 'ethic', 'based', 'barbarity', 'faith'}"
hatespeech_target_4542,illegal immigrants,"quick, before he changes his mind! #deportthemall now!",immigrants have to be deported.,{'deported'}
hatespeech_target_4543,islamic people," rt obama -  "" son of islam "" "" ? : #islam #islamophobia #tcot """,Islamic people are dangerous.,{'dangerous'}
