id,text,ground_truth,date,source,type
misinfo_7403,Is Snowy Hydro 20 Turnbulls singular environmental achievement,Trustworthy,2018-08-21,crikey,climate
misinfo_7404,"Greenbelt Council, environmental advocates urge Ford government to reconsider highway plans",Trustworthy,2020-08-20,nationalobserver,climate
misinfo_7405,Biden's Emphasis on Climate Policy Would Leave Australia the Odd One Out,Trustworthy,2020-08-27,nationalinterest,climate
misinfo_7406,Oregon GOP lawmakers who fled capitol to avoid climate bill vote face $500 daily fines,Trustworthy,2019-06-21,thehill,climate
misinfo_7407,How climate change is melting the biggest glacier in the Alps,Trustworthy,2019-09-16,channel4uk,climate
misinfo_7408,President Trump to nominate former coal lobbyist Andrew Wheeler as head of Environmental Protection,Trustworthy,2018-11-16,usatoday,climate
misinfo_7409,"Biden calls Trump a ""climate arsonist"" amid historic wildfires",Trustworthy,2020-09-14,cbsnews,climate
misinfo_7410,Boeing has been a steady partner in doing right by the environment,Trustworthy,2020-02-20,theseattletimes,climate
misinfo_7411,Planting trees is small part of much bigger climate challenge,Trustworthy,2019-11-29,skynewspolitics,climate
misinfo_7412,Boris Johnson 'Admitted He Doesn't Understand Climate Change',Trustworthy,2020-02-04,thehuffingtonpostuk,climate
misinfo_7413,Ikea To Cut 350 UK Jobs Amid Global Shake-Up and Fast-Changing Retail Environment,Trustworthy,2018-11-21,thehuffingtonpostuk,climate
misinfo_7414,Is Russia Finally Waking Up to Climate Change?,Trustworthy,2020-03-04,themoscowtimes,climate
misinfo_7415,London Mayor Sadiq Khan launches Climate Action Week in a bid to explore clean energy solutions and zero-emissions transport,Trustworthy,2019-07-01,eveningstandard,climate
misinfo_7416,Pacific Islands Forum to hold virtual climate summit,Trustworthy,2020-12-04,france24,climate
misinfo_7417,"""The IPCC also made false predictions on the Amazon rain forests, referenced to a non peer-reviewed paper produced by an advocacy group working with the WWF.",Trustworthy,,,climate
misinfo_7418,Sen. Dianne Feinstein debates children over climate change,Trustworthy,2019-02-23,chicagosuntimes,climate
misinfo_7419,Environmental protection minister infected with coronavirus,Trustworthy,2020-10-03,jerusalempost,climate
misinfo_7420,We might get a climate debate after all. Here are 10 questions to ask candidates.,Trustworthy,2019-07-03,vox,climate
misinfo_7421,How Some Mississippi Teens Are Saving Their Town From Climate Change,Trustworthy,2020-05-23,thehuffingtonpost,climate
misinfo_7422,"Trump Serves Notice to Quit Climate Accord, as Diplomats Plot to Save It",Trustworthy,2019-11-04,thenewyorktimes,climate
misinfo_7423,White House To Tap NOAA Chief Scientist Who Downplays Climate Change,Trustworthy,2020-09-22,thehuffingtonpost,climate
misinfo_7424,Ford government climate plan not supported by 'sound evidence': auditor general,Trustworthy,2019-12-04,ipolitics,climate
misinfo_7425,"Turbulent environment set the stage for leaps in human evolution 320,000 years ago",Trustworthy,2020-10-22,livescience,climate
misinfo_7426,Climate change protesters fill streets around Sydney town hall,Trustworthy,2020-01-10,mcclatchydc,climate
misinfo_7427,"Climate change could cause a financial crisis, U.S. regulators are waking up to this",Trustworthy,2020-09-21,nationalobserver,climate
misinfo_7428,"Climate change may have added nearly three degrees to British heatwave, say scientists",Trustworthy,2019-08-02,thetelegraph,climate
misinfo_7429,Mauritius declare state of environmental emergency after huge oil spill,Trustworthy,2020-08-09,channel4uk,climate
misinfo_7430,Meet the first Democrat running for president on climate change,Trustworthy,2019-03-01,vox,climate
misinfo_7431,Can You Help Slow Climate Change by Driving Slower?,Trustworthy,2020-06-11,nationalinterest,climate
misinfo_7432,"Forget 'wet markets' and bats: For scientists, failing environmental policies have created a boom time for outbreaks",Trustworthy,2020-04-22,fortune,climate
misinfo_7433,Climate warming may hit Colorado River Basin farmers hardest as shrinking snowpack leads to less irrigation water,Trustworthy,2020-04-21,thedenverpost,climate
misinfo_7434,"Climate action needs American leadership, U.N. chief says",Trustworthy,2020-12-02,cbsnews,climate
misinfo_7435,Progressive Activists Have Pushed Democrats to the Left on Climate Issues. Now What?,Trustworthy,2019-08-05,thenewyorktimes,climate
misinfo_7436,Putin's Top Climate Adviser Calls for Urgent Climate Action,Trustworthy,2020-02-10,themoscowtimes,climate
misinfo_7437,Movies I Can't Watch Anymore Because My Climate Anxiety Is Too Real,Trustworthy,2019-09-27,newyorker,climate
misinfo_7438,Climate activists stage protest on DLR train roof as police shut down WiFi to thwart Extinction Rebellion,Trustworthy,2019-04-17,thetelegraph,climate
misinfo_7439,Mark Carney appointed UN envoy for climate change,Trustworthy,2019-12-01,theweekuk,climate
misinfo_7440,"Gov. Jay Inslee, Who Ran On Climate Change, Withdraws From Presidential Race",Trustworthy,2019-08-22,npr,climate
misinfo_7441,Ireland ranked among worst performers in 2020 climate rankings,Trustworthy,2020-12-07,theirishtimes,climate
misinfo_7442,Extinction Rebellion: Climate protest brings London to standstill,Trustworthy,2019-10-07,aljazeera,climate
misinfo_7443,Global Warming Alarmists Out Themselves--Again,Trustworthy,2019-11-07,realclearpolitics,climate
misinfo_7444,"""These Are Climate Fires"": Oregon Firefighter Ecologist Says Devastating Blazes Are a Wake-Up Call",Trustworthy,2020-09-14,democracynow,climate
misinfo_7445,Climate change spurs doubling of disasters since 2000: UN,Trustworthy,2020-10-12,france24,climate
misinfo_7446,Facebook is reportedly planning to woo Joe Biden by rolling out new vaccine and climate change features,Trustworthy,2020-11-23,yahoonews,climate
misinfo_7447,"An unusual snack for cows, a powerful fix for climate",Trustworthy,2020-11-27,theseattletimes,climate
misinfo_7448,Coronavirus: Packham warns of impact on environmental issues,Trustworthy,2020-03-21,bbcuk,climate
misinfo_7449,During the 2013 election campaign the Coalition said its first legislative priority in government would be to scrap the carbon tax.,Trustworthy,,,climate
misinfo_7450,How America's 'night and day' crossroads on climate can shape Canada's future,Trustworthy,2020-10-07,nationalobserver,climate
misinfo_7451,Climate Change Is Making Winter Ice More Dangerous,Trustworthy,2020-11-20,thenewyorktimes,climate
misinfo_7452,Electric Cars Won't Save the Environment if the Numbers Don't Add Up,Trustworthy,2020-08-08,nationalinterest,climate
misinfo_7453,Democrats Say the Oregon Climate Bill Is Dead. Republicans Don't Believe Them.,Trustworthy,2019-06-26,motherjones,climate
misinfo_7454,Scott Pruitts Environmental Rollbacks Stumbled in Court His Successor Is More Thorough,Trustworthy,2018-11-21,thenewyorktimes,climate
misinfo_7455,The Country's Most Important Climate Election Is Happening in Texas,Trustworthy,2020-08-19,newrepublic,climate
misinfo_7456,Tory MPs hit Hill media circuit with concerns over carbon tax cost judicial vacancies transport la,Trustworthy,2018-05-01,ipolitics,climate
misinfo_7457,Eco-friendly cafe owner: I put the environment before profits,Trustworthy,2019-10-10,bbcuk,climate
misinfo_7458,The Energy 202: Some environmentalists aren't thrilled about a potential Bloomberg 2020 run,Trustworthy,2019-11-11,washingtonpost,climate
misinfo_7459,EU claims better fish quotas; environmentalists disagree,Trustworthy,2019-12-18,theseattletimes,climate
misinfo_7460,"UN climate talks near end as countries divided on emissions, funding",Trustworthy,2019-12-13,france24,climate
misinfo_7461,"Climate change to boost number of wildfires each year, says expert",Trustworthy,2019-07-31,tass,climate
misinfo_7462,"States, environmental groups challenge EPA fuel efficiency rule",Trustworthy,2020-05-27,rollcall,climate
misinfo_7463,Bay Area native chosen to lead new California climate change corps,Trustworthy,2020-10-28,mercurynews,climate
misinfo_7464,The U.S. Must Finally Get Serious About Climate Change,Trustworthy,2019-02-10,realclearpolitics,climate
misinfo_7465,Obama Laid the Foundation for Trump's Attack on Bedrock Environmental Law,Trustworthy,2020-03-06,therealnews,climate
misinfo_7466,Global climate protests start in Australia before UN summit,Trustworthy,2019-09-20,thetorontostar,climate
misinfo_7467,"Tulsi Gabbard: Where the Democratic 2020 candidate stands on immigration, climate change and more",Trustworthy,2019-08-01,eveningstandard,climate
misinfo_7468,What Science Could Teach Dems About Climate Change,Trustworthy,2019-01-28,realclearpolitics,climate
misinfo_7469,"Biden said to tap Haaland for Interior, N.C. environment chief Regan for EPA",Trustworthy,2020-12-17,rollcall,climate
misinfo_7470,The Energy 202 How Brett Kavanaugh could rein in environmental rules on the Supreme Court,Trustworthy,2018-07-11,washingtonpost,climate
misinfo_7471,Trump's Favorite Pseudo-Shrink Says Emissions Are Good for the Environment,Trustworthy,2019-04-02,thedailybeast,climate
misinfo_7472,Critics rail against Trump's methane proposal as an 'unconscionable assault on environment',Trustworthy,2019-08-29,cnbc,climate
misinfo_7473,One Climate-Change Wildfire Risk Lurks in the Dark,Trustworthy,2020-10-27,scientificamerican,climate
misinfo_7474,"Canadian Pride event cancelled due to 'current political, social environment'",Trustworthy,2019-04-11,pinknewsuk,climate
misinfo_7475,Climate science proposals are being reviewed by Ryan Zinkes old football buddy Seriously,Trustworthy,2018-08-22,vox,climate
misinfo_7476,UK: Art exhibit displays new climate change evidence,Trustworthy,2019-11-22,aljazeera,climate
misinfo_7477,Where do the unions stand on Labor's climate dilemma?,Trustworthy,2020-01-29,crikey,climate
misinfo_7478,Zero waste initiative will help combat climate crisis,Trustworthy,2020-01-28,thedailyrecord,climate
misinfo_7479,Ruth Bader Ginsburg Leaves a Nuanced Legacy on Environmental Issues,Trustworthy,2020-09-19,scientificamerican,climate
misinfo_7480,Climate Justice Fund Counters 'Centuries Of Underinvestment',Trustworthy,2020-11-21,npr,climate
misinfo_7481,Medical Residents Learn To Treat The Growing Health Hazards Of Climate Change,Trustworthy,2020-10-12,npr,climate
misinfo_7482,Letter: Wildfire threat raised by climate change a five-alarm emergency,Trustworthy,2019-04-21,mercurynews,climate
misinfo_7483,Federal environment minister defends offshore drilling rules amid biodiversity concerns,Trustworthy,2020-11-05,nationalobserver,climate
misinfo_7484,Did an American Billionaire Philanthropist Play a Role in the Imprisonment of Iranian Environmentalists?,Trustworthy,2019-11-27,theintercept,climate
misinfo_7485,9 Things the Biden Administration Could Do Quickly on the Environment,Trustworthy,2020-11-09,thenewyorktimes,climate
misinfo_7486,Chris Martin on Coldplay's 'environmental touring pause',Trustworthy,2019-11-21,bbcuk,climate
misinfo_7487,Kids' Climate Case 'Reluctantly' Dismissed By Appeals Court,Trustworthy,2020-01-17,npr,climate
misinfo_7488,Why Australia's government is unmoved on climate change,Trustworthy,2019-12-19,theweekuk,climate
misinfo_7489,Report Warns That Climate Change Poses 'Serious Emerging Risks' to Economy,Trustworthy,2020-09-14,nationalinterest,climate
misinfo_7490,"Trump's pick to chair new climate panel once said CO2 has been maligned like ""Jews under Hitler""",Trustworthy,2019-02-20,vox,climate
misinfo_7491,Climate advisers warn of surge in carbon emissions as UK lockdown ends,Trustworthy,2020-06-25,channel4uk,climate
misinfo_7492,"Awaiting full Mueller report, Washington turns to policy on health care, climate change",Trustworthy,2019-03-27,pbs,climate
misinfo_7493,This S**t Is Going To Kill Us': Harrison Ford Calls Out Leaders Who Deny Climate Change,Trustworthy,2020-10-16,thehuffingtonpost,climate
misinfo_7494,The Most Equitable Climate Solution:' Janet Yellen and 3 Other Ex-Fed Chairs Back a Carbon Tax Plan,Trustworthy,2019-01-17,fortune,climate
misinfo_7495,"For what appears to be the first time since scientists began keeping track, sea ice in the Arctic and the Antarctic are at record lows this time of year.",Trustworthy,,,climate
misinfo_7496,"However, this is exactly what climate scientists have predicted for California since at least the 1980s: protracted periods of warm, dry conditions punctuated by intense wet spells, with more rain and less snow, causing both drought and floods.",Trustworthy,,,climate
misinfo_7497,How long can Britain avoid a climate change culture war?,Trustworthy,2020-12-18,eveningstandard,climate
misinfo_7498,"CO2 does not cause climate change, it RESPONDS to it [...]",Trustworthy,,,climate
misinfo_7499,Soil Carbon: The Secret Weapon to Battle Climate Change?,Trustworthy,2020-02-10,nationalinterest,climate
misinfo_7500,Environmental Groups Challenge Plastics Complex Permit,Trustworthy,2020-01-15,usnews,climate
misinfo_7501,"How Does a Powerful Russian Lobby Plan to Halt Climate Change? With Coal, Oil and Gas",Trustworthy,2019-11-15,themoscowtimes,climate
misinfo_7502,"Alaska salmon returning smaller amid climate change, competition with hatchery fish, study finds",Trustworthy,2020-08-25,theseattletimes,climate
misinfo_7503,How Climate Tactics Paved the Way for Gun Control Bullying,Trustworthy,2018-03-23,realclearpolitics,climate
misinfo_7504,'Barometer of despair': Birthrate falls as millennials fear climate apocalypse,Trustworthy,2019-11-06,yahoonews,climate
misinfo_7505,Scientists build first global map of 'wood wide web' to highlight impact climate change will have on trees,Trustworthy,2019-05-15,thetelegraph,climate
misinfo_7506,Trump's New NOAA Hire Is A Climate Science Denier Who Rails Against 'Thug' Mainstream,Trustworthy,2020-09-14,talkingpointsmemo,climate
misinfo_7507,"Ditch cars to meet climate change targets, say MPs",Trustworthy,2019-08-21,bbcuk,climate
misinfo_7508,The Green New Deal Is Better Than Our Climate Nightmare,Trustworthy,2019-02-24,realclearpolitics,climate
misinfo_7509,Climate change is flooding the remote north with light - and new species,Trustworthy,2020-12-11,pbs,climate
misinfo_7510,Welcome to The Climate Crisis Newsletter,Trustworthy,2020-02-27,newyorker,climate
misinfo_7511,Is Scott Morrison really a climate denialist? A linguist turned his skills to the task,Trustworthy,2020-01-22,crikey,climate
misinfo_7512,Trump Administration Completes Climate Dismantling with Methane Rollback,Trustworthy,2020-08-14,scientificamerican,climate
misinfo_7513,EPA Administrator Dismisses Climate Change As '50 To 75 Years Out',Trustworthy,2019-03-20,thehuffingtonpost,climate
misinfo_7514,"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.""",Trustworthy,,,climate
misinfo_7515,Corporate directors seen to be legally obligated to ensure firms manage climate risks,Trustworthy,2020-06-27,nationalobserver,climate
misinfo_7516,Rant & Rave: Sweet gesture turns into environmental problem,Trustworthy,2020-07-03,theseattletimes,climate
misinfo_7517,German farmers set bonfires across the country in protest at being 'ignored' in climate drive,Trustworthy,2019-12-07,thetelegraph,climate
misinfo_7518,NC Appeals Judge Censured for 'Toxic Work Environment',Trustworthy,2020-12-19,usnews,climate
misinfo_7519,How energy companies can combat climate change,Trustworthy,2020-10-27,fortune,climate
misinfo_7520,2019 was the year of 'climate emergency' declarations,Trustworthy,2019-12-27,theverge,climate
misinfo_7521,How to capture the eerie nighttime clouds of climate change,Trustworthy,2018-07-06,theverge,climate
misinfo_7522,From North Dakota to Puerto Rico Controversial Security Firm Profits From Oil Protests and Climate,Trustworthy,2018-03-12,theintercept,climate
misinfo_7523,"We're in a crisis': Biden says U.S. needs to defeat climate change as he introduces team, priorities",Trustworthy,2020-12-19,washingtonpost,climate
misinfo_7524,CNN to host climate change town hall with Democratic 2020 candidates,Trustworthy,2019-07-26,usatoday,climate
misinfo_7525,Climate Change Drives Bigger Wetter Storms Storms Like Florence,Trustworthy,2018-09-11,npr,climate
misinfo_7526,What's next in Canada's fight against climate change?,Trustworthy,2019-11-19,aljazeera,climate
misinfo_7527,Climate Change Will Make Polar Bear Tourism More Unpredictable,Trustworthy,2020-01-09,dailybeast,climate
misinfo_7528,"Ireland's climate: A year of extremes, from wettest February to driest spring",Trustworthy,2020-12-31,theirishtimes,climate
misinfo_7529,Oil spill prompts environmental state of emergency in Mauritius,Trustworthy,2020-08-10,cbsnews,climate
misinfo_7530,Extinction Rebellion: Climate protests 'diverting' London police,Trustworthy,2019-04-18,bbcuk,climate
misinfo_7531,New UN Climate Report Says Put a High Price on Carbon,Trustworthy,2018-10-09,thenewyorktimes,climate
misinfo_7532,Toxic threats to the Arctic environment growing report says,Trustworthy,2018-10-15,ipolitics,climate
misinfo_7533,Why climate matters more than Brexit to most Brits,Trustworthy,2019-07-26,theweekuk,climate
misinfo_7534,Joe Biden Says Americans Won't Be Safe With 'Climate Arsonist' Trump In Office,Trustworthy,2020-09-14,thehuffingtonpost,climate
misinfo_7535,Climate change protesters say they are 'pausing' disruption after more than 800 arrests,Trustworthy,2019-04-21,thetelegraph,climate
misinfo_7536,Climate activists have a lot to learn from listening,Trustworthy,2020-06-09,nationalobserver,climate
misinfo_7537,Seychelles President Danny Faure warns of rising sea levels due to global warming,Trustworthy,2019-04-14,france24,climate
misinfo_7538,"U.S.-Denmark Relations Are Now in the Hands of a Conspiracy-Loving, Climate-Denying Ex-Actress",Trustworthy,2019-08-22,thedailybeast,climate
misinfo_7539,Plastic 'milk bottle' polar bear captures the imagination in Westminster highlighting issues around climate change and homelessness,Trustworthy,2019-12-11,eveningstandard,climate
misinfo_7540,5 Diet Changes You Can Make Right Now For The Sake Of The Environment,Trustworthy,2019-01-10,thehuffingtonpostuk,climate
misinfo_7541,"With a Nudge From Trump, 2020 Democrats Return to Climate Change",Trustworthy,2019-11-05,thenewyorktimes,climate
misinfo_7542,Climate change brewing trouble for beer lovers,Trustworthy,2018-10-15,theirishtimes,climate
misinfo_7543,Prince Harry pays tribute to Prince Charles fight to save environment and vows to continue his work,Trustworthy,2018-10-26,thetelegraph,climate
misinfo_7544,2010s: How The Decade Changed The Environment,Trustworthy,2019-12-30,thehuffingtonpostuk,climate
misinfo_7545,How Joe Biden plans to use executive powers to fight climate change,Trustworthy,2020-11-09,vox,climate
misinfo_7546,Contaminated Exide plant turned over to state environmental trust,Trustworthy,2020-10-24,mercurynews,climate
misinfo_7547,"Famine, economic collapse, a sun that cooks us: What climate change could wreak  sooner than you think.",Trustworthy,,,climate
misinfo_7548,Climate change strike: Thousands of UK students to walk out of schools today for nationwide youth protest,Trustworthy,2019-02-15,eveningstandard,climate
misinfo_7549,"""This Is Climate Change"": West Coast Fires Scorch Millions of Acres & Blot Out the Sun",Trustworthy,2020-09-10,democracynow,climate
misinfo_7550,Teenagers optimistic about their power to influence climate change,Trustworthy,2019-12-12,eveningstandard,climate
misinfo_7551,School climate strike March 15: Greta Thunberg inspired UK students to protest climate change today by walking out of school,Trustworthy,2019-03-14,eveningstandard,climate
misinfo_7552,"How climate change is fueling record-breaking California wildfires, heat and smog",Trustworthy,2020-09-13,latimes,climate
misinfo_7553,Poland defends law targeting protests personal data at climate summit,Trustworthy,2018-11-30,yahoonews,climate
misinfo_7554,"Town hall questioner to AOC: To save the climate, we must eat the babies",Trustworthy,2019-10-04,hotair,climate
misinfo_7555,Getting warmer: Trump concedes human role in climate change,Trustworthy,2020-09-30,charlotteobserver,climate
misinfo_7556,Climate Scientist Driven From Home by California Wildfire Rips Uninformed Trump,Trustworthy,2018-11-11,dailybeast,climate
misinfo_7557,"All the pros and cons of climate change  now, you can decide!",Trustworthy,2020-02-12,crikey,climate
misinfo_7558,'Climate Emergency' Is Oxford Dictionaries' Word of the Year 2019,Trustworthy,2019-11-21,fortune,climate
misinfo_7559,Now scientists are telling us that Mars is experiencing its own planetary warming: Martian warming.,Trustworthy,,,climate
misinfo_7560,Ryan Zinke and the environment a tragedy in three acts,Trustworthy,2018-11-12,theguardian,climate
misinfo_7561,Joe Biden bends the knee to AOC on climate,Trustworthy,2020-07-16,thewashingtonexaminer,climate
misinfo_7562,Joe Biden will unveil his climate policy this week. His record is robust.,Trustworthy,2019-05-28,vox,climate
misinfo_7563,5 Charts That Help Explain the State of the Environment in 2019,Trustworthy,2019-12-23,foreignpolicy,climate
misinfo_7564,Russian Eco-Disasters Spark Environmental Fears,Trustworthy,2020-10-20,themoscowtimes,climate
misinfo_7565,"Young People Feel Betrayed by Adults Over the Climate Crisis. Today, They're Going on Strike.",Trustworthy,2019-03-15,theintercept,climate
misinfo_7566,World Bank recommends Russia to introduce carbon tax,Trustworthy,2019-12-05,tass,climate
misinfo_7567,Fighting back against Big Lies on climate change and the environment and winning,Trustworthy,2018-04-09,salon,climate
misinfo_7568,"Eat less red meat to reduce climate change, UN urges",Trustworthy,2019-08-08,thetelegraph,climate
misinfo_7569,New study: Proposed Washington methanol plant would likely slow rise of global greenhouse gas emissions,Trustworthy,2020-12-26,theseattletimes,climate
misinfo_7570,UN conference to tackle ocean risks and emissions gap amid global climate movement,Trustworthy,2019-12-02,france24,climate
misinfo_7571,High-stakes bid to stop climate bill hits 2nd day in Oregon,Trustworthy,2019-06-21,thetorontostar,climate
misinfo_7572,NPR: Cocaine Mitch may have to die before we fix climate change,Trustworthy,2019-09-25,hotair,climate
misinfo_7573,Plant a trillion trees: U.S. Republicans offer fossil fuel-friendly climate fix,Trustworthy,2020-02-12,reuters,climate
misinfo_7574,Exxon is lobbying for a carbon tax There is obviously a catch,Trustworthy,2018-10-18,vox,climate
misinfo_7575,Could Seaweed Help Save Us From Climate Catastrophe?,Trustworthy,2020-12-21,thehuffingtonpost,climate
misinfo_7576,"Environmentally Conscious Russians Most Concerned About Saving Water, Recycling  WWF",Trustworthy,2019-04-09,themoscowtimes,climate
misinfo_7577,Australia's PM Scott Morrison plays down climate link to bushfire crisis as he visits firefighters,Trustworthy,2019-12-22,thetelegraph,climate
misinfo_7578,Extiction Rebellion: Doctors glue themselves to government building to protest threat of climate change on global health,Trustworthy,2019-09-25,eveningstandard,climate
misinfo_7579,4 Years Seeking Justice: Daughter of Slain Indigenous Environmental Leader Berta Cceres Speaks Out,Trustworthy,2020-01-17,democracynow,climate
misinfo_7580,Climate Crisis: Searching for New Words to Make People Care,Trustworthy,2020-02-22,realclearpolitics,climate
misinfo_7581,Greenhouse gas emissions cut by 2.5% during first months of pandemic,Trustworthy,2020-08-25,theirishtimes,climate
misinfo_7582,"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",Trustworthy,,,climate
misinfo_7583,"The Sprout: Farming boost part of investment needed in fight against climate change, report says",Trustworthy,2019-09-10,ipolitics,climate
misinfo_7584,"The Guardian: Call it ""climate emergency"", not ""climate change""",Trustworthy,2019-05-19,hotair,climate
misinfo_7585,Sanders lays out his 'radical dream' to solve climate change,Trustworthy,2020-02-07,yahoonews,climate
misinfo_7586,School climate strike March 15: Greta Thunberg inspired UK students to protest climate change tomorrow by walking out of school,Trustworthy,2019-03-14,eveningstandard,climate
misinfo_7587,How a Nuclear Accident Destroyed a Soviet Submarine and Damaged the Environment,Trustworthy,2020-01-14,nationalinterest,climate
misinfo_7588,Trump Celebrates Earth Day By Praising Rollback Of Environmental Protections,Trustworthy,2018-04-22,thehuffingtonpost,climate
misinfo_7589,How to stop Trump from jacking up electric bills and hurting our environment,Trustworthy,2020-01-13,chicagosuntimes,climate
misinfo_7590,Earth Hour 2019: City skylines across the world plunge into darkness to urge action on climate change,Trustworthy,2019-03-30,eveningstandard,climate
misinfo_7591,Putin doubts accuracy of estimates of human impact on climate change,Trustworthy,2019-12-19,tass,climate
misinfo_7592,Russia to continue improving business climate  Putin,Trustworthy,2019-10-31,tass,climate
misinfo_7593,"CNN's seven-hour climate change townhall: Last in the ratings, of course",Trustworthy,2019-09-06,hotair,climate
misinfo_7594,"NC's Regan, top EPA pick, promises environmental policy that serves 'every person'",Trustworthy,2020-12-19,charlotteobserver,climate
misinfo_7595,"The Coronavirus, Climate Change, and the Nature of Crisis",Trustworthy,2020-03-26,newyorker,climate
misinfo_7596,Governor wants Pennsylvania to join greenhouse gas reduction program,Trustworthy,2019-06-19,reuters,climate
misinfo_7597,"Fires burn the west, as top Democrats stay quiet on the climate crisis",Trustworthy,2020-09-21,nationalobserver,climate
misinfo_7598,Ellen E Jones: Climate change and tech could revive long-lost jobs  just don't ask me to be Groom of the Stool,Trustworthy,2019-02-21,eveningstandard,climate
misinfo_7599,How to solve climate change and make life more awesome,Trustworthy,2019-12-16,vox,climate
misinfo_7600,Elizabeth Warren's Support For Trump Trade Deal Chafes Climate Allies,Trustworthy,2020-01-06,thehuffingtonpost,climate
misinfo_7601,The False Choice Between Economic Growth and Combating Climate Change,Trustworthy,2019-02-04,newyorker,climate
misinfo_7602,White House Officials Reportedly Considered Just Ignoring New Climate Research,Trustworthy,2018-05-24,thehuffingtonpost,climate
misinfo_7603,"House Climate Panel Democrats Got Nearly $200,000 In Fossil Fuel Industry Donations",Trustworthy,2019-02-07,thehuffingtonpost,climate
misinfo_7604,Don't Fall for Simplistic Claims About Wildfires & Global Warming,Trustworthy,2020-09-20,realclearpolitics,climate
misinfo_7605,Trump's Pick To Lead Climate Panel Once Compared CO2 To Jews In Nazi Germany,Trustworthy,2019-02-21,thehuffingtonpost,climate
misinfo_7606,Europe Should Bide Its Time on Climate Change,Trustworthy,2019-07-23,foreignpolicy,climate
misinfo_7607,Democrats Irked by Council's 'Insurgent' Climate Plan,Trustworthy,2020-06-15,politicalwire,climate
misinfo_7608,Banks Set to Cash in on the Saudi Aramco IPO Want You to Know They're Still Serious About Climate Change,Trustworthy,2019-11-14,fortune,climate
misinfo_7609,"E.P.A. to Lift Obama-Era Controls on Methane, a Potent Greenhouse Gas",Trustworthy,2020-08-10,thenewyorktimes,climate
misinfo_7610,12 climate activists on trial for stunt at Swiss bank office,Trustworthy,2020-01-07,thetorontostar,climate
misinfo_7611,Want To See Your City's Climate Change Future? Click Here.,Trustworthy,2019-02-13,thedailybeast,climate
misinfo_7612,"The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.""",Trustworthy,,,climate
misinfo_7613,Ontarians could come out ahead with federal carbon tax report,Trustworthy,2018-10-17,ipolitics,climate
misinfo_7614,Climate Change And Rising Sea Levels Will Swamp 12 Million British Homes Government Is Warned,Trustworthy,2018-10-26,thehuffingtonpostuk,climate
misinfo_7615,"After Record Floods, Venice Assesses the Damage and Braces for More Climate-Related Disasters",Trustworthy,2019-11-14,fortune,climate
misinfo_7616,California And Trump Push GeoengineeringA Fraught Climate Crisis Fix,Trustworthy,2020-05-06,therealnews,climate
misinfo_7617,Study: Climate change can be reversed by planting a forest nearly double the size of the U.S.,Trustworthy,2019-07-04,yahoonews,climate
misinfo_7618,"Climate change could fuel 'a pandemic era,' some scientists say",Trustworthy,2020-09-10,usatoday,climate
misinfo_7619,"California Wildfires, Power Shut-Offs Highlight Climate Change Inequality",Trustworthy,2019-11-21,usnews,climate
misinfo_7620,Rand Paul on political climate I really worry that someone is going to be killed,Trustworthy,2018-10-09,thehill,climate
misinfo_7621,Analysis | The Energy 202: Climate movement moves online during coronavirus pandemic,Trustworthy,2020-03-24,washingtonpost,climate
misinfo_7622,Sir David Attenborough says fixed-term parliaments lead to lack of climate focus,Trustworthy,2020-01-25,bbcuk,climate
misinfo_7623,DC councilman blames snow on Jewish family aposcontrolling the climateapos later apologizes,Trustworthy,2018-03-19,usatoday,climate
misinfo_7624,Voters Back Liability For Companies That Mislead About Climate Change: Poll,Trustworthy,2019-08-23,thehuffingtonpost,climate
misinfo_7625,Can Our Culture Survive Climate Change?,Trustworthy,2020-10-02,thenewyorktimes,climate
misinfo_7626,This Is A Climate Change Crisis And This Election Is Our Last Chance,Trustworthy,2020-09-14,crooksandliars,climate
misinfo_7627,"Young Climate Activists Slowed by Pandemic, but Not Defeated",Trustworthy,2020-04-20,usnews,climate
misinfo_7628,Irish agriculture 'greenwashing' its climate impact  An Taisce,Trustworthy,2019-04-09,theirishtimes,climate
misinfo_7629,4 ways businesses can adapt to a changing supply-chain environment,Trustworthy,2020-07-21,fortune,climate
misinfo_7630,Strike for climate': Youth protests make a return,Trustworthy,2020-09-25,france24,climate
misinfo_7631,Court's quashing of climate plan a cause for international embarrassment,Trustworthy,2020-07-31,theirishtimes,climate
misinfo_7632,New DNC Platform Could Make The Bleak Climate Forecast Even Worse,Trustworthy,2020-07-27,therealnews,climate
misinfo_7633,White House Sidelines Key Climate Scientist,Trustworthy,2020-11-10,politicalwire,climate
misinfo_7634,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",Trustworthy,,,climate
misinfo_7635,China's scaled-up climate targets send 'a pointed message to US',Trustworthy,2020-10-22,theirishtimes,climate
misinfo_7636,Tackling the twin challenges of climate change and inequality,Trustworthy,2019-01-21,aljazeera,climate
