id,text,label,senate,democrat,ideology,ground_truth
topic_9133,A bill to amend section 4940 of the Internal Revenue Code of 1954 to change the excise tax on the investment income of private foundations from four percent to two percent.,Macroeconomics,0,1,-0.044,True
topic_9134,A bill to amend the Internal Revenue Code of 1986 to make permanent the reduced recognition period for built-in gains for S corporations.,Macroeconomics,1,1,-0.454,True
topic_9135,"To amend section 1201 of title 18, United States Code, to assure a sufficiently severe penalty for kidnappings of children that are not returned unharmed.",Law and Crime,0,1,-0.051,False
topic_9136,To amend section 124A of the Internal Revenue Code to provide that an amortization deduction shall be granted only with respect to facilities located in areas secure from enemy attack,Macroeconomics,0,0,0.197,True
topic_9137,"To amend the Burmese Freedom and Democracy Act of 2003 to waive the requirement for annual renewal resolutions relating to import sanctions, impose import sanctions on Burmese gemstones, expand the number of individuals against whom the visa ban is applicable, expand the blocking of assets and other prohibited activities, and for other purposes.",International Affairs,0,1,-0.383,False
topic_9138,"A bill to deregulate interest rate ceilings on business, agricultural, and consumer credit transactions.",Macroeconomics,0,1,-0.32,True
topic_9139,"To amend the Foreign Assistance Act of 1961 to require that assistance provided to a foreign country under part I of that Act, other than assistance provided on a cash transfer basis, shall be in the form of credits redeemable only for the purchase of United States goods and services.",International Affairs,0,1,-0.232,False
topic_9140,A bill to amend the Internal Revenue Code of 1954 to establish prima .facie evidence that a corporation which distributes or invests 60 percent of its taxable income is not .being availed of for the .purpose of avoiding the income tax with respect to shar,Macroeconomics,1,0,0.34,True
topic_9141,"To establish a National Center for Rural Law Enforcement, and for other purposes.",Law and Crime,0,1,-0.327,False
topic_9142,A bill to protect Social Security and provide for repayment of the Federal debt.,Macroeconomics,1,0,0.597,True
topic_9143,"To grant certain benefits provided for veterans of World War II to persons on active service with the Armed Forces during the military, naval, and air operations against the forces of North Korea, and for other purposes",Defense,0,1,-0.537,False
topic_9144,A bill to amend the Internal Revenue Code of 1954 to provide for the withholding of tax on dividends and interest.,Macroeconomics,1,0,0.229,True
topic_9145,"To amend title 38 of the United States Code in order to authorize guaranteed business loans for veterans of service after January 31, 1955",Defense,0,0,0.64,False
topic_9146,"A bill to authorize the President to award a gold medal on behalf of Congress to General Wesley K. Clark, United States Army, in recognition of his outstanding leadership and service during the military operations against the Federal Republic of Yugoslavia (Serbia and Montenegro).",Defense,1,1,-0.271,False
topic_9147,A bill to permit the free marketing of newly mined gold,Macroeconomics,1,1,-0.493,True
topic_9148,To amend the Internal Revenue Code of 1986 to provide for the income tax treatment of legal fees awarded or received in connection with nonphysical personal injury cases.,Macroeconomics,0,1,-0.299,True
topic_9149,"To amend further the Foreign Assistance Act of 1961, as amended and for. other purposes",International Affairs,0,1,-0.6,False
topic_9150,"A bill to amend the Congressional Budget Act of 1974 to require the Congress to establish, for each fiscal year, a regulatory budget for each Federal agency which sets the maximum costs of compliance with all rules and regulations promulgated by that agen",Macroeconomics,0,0,0.252,True
topic_9151,"To amend the Internal Revenue Code of 1986 to encourage individuals to purchase building products and home furnishings, and for other purposes.",Macroeconomics,0,1,-0.433,True
topic_9152,"A bill to amend the Internal Revenue Code of 1954 with respect to the tax treatment of earned income of United States citizens and resident aliens from sources outside the United States, and for other purposes.",Macroeconomics,0,1,0.076,True
topic_9153,To enable the mothers and widows of deceased members of the Armed Forces now interred in cemeteries outside the continental limits of the United States or in Alaska to make a pilgrimage to such cemeteries.,Defense,0,1,-0.32,False
topic_9154,To provide for payment to members of the Armed Forces of compensation at the rate of $1 per day for each day spent in hiding during World War II to evade capture by the enemy,Defense,0,1,0.173,False
topic_9155,"A bill to amend title 28, United States Code, to provide in civil cases for juries of six persons, to amend the Jury Selection and Service Act of 1968, as amended, with respect to the selection and qualification of jurors, and to extend the coverage of th",Law and Crime,1,1,-0.168,False
topic_9156,To amend section 447 of the Internal Revenue Code,Macroeconomics,0,1,-0.083,True
topic_9157,"To rescind certain budget authority proposed to be rescinded (R92-83) in a special message transmitted to the Congress by the President on March 20, 1992, in accordance with section 1012 of the Impoundment Control Act of 1974.",Macroeconomics,0,0,0.326,True
topic_9158,To amend the Universal Military Training and Service Act with respect to the exemption of certain individuals from induction under that act,Defense,0,0,0.272,False
topic_9159,"A bill to retrocede to the State of Oklahoma concurrent jurisdiction over the rightofway for United States Highway 62 and 277 within the Fort Sill Milita Reservation, Okla",Defense,1,0,0.176,False
topic_9160,"A bill to amend the Military Personnel and Civilian Employees' Claims Act of 1964, as amended, with respect to the settlement of claims against the United States by members of the uniformed services and civilian officers and employees for damage to, or loss of, personal property incident to their service.",Defense,0,1,-0.493,False
topic_9161,"A bill to amend the Internal Revenue Code of 1954 to allow a deduction for additions to a reserve for certain guaranteed debt obligations, and for other purposes.",Macroeconomics,1,1,-0.265,True
topic_9162,"A bill to impose an excise tax on the sale of wheat for export for which application for subsidy was made during the period beginning August 23, 1972, and ending September 1, 1972",Macroeconomics,1,1,-0.419,True
topic_9163,"To amend section 1552, title 0, United States Code, and section 301 of the Servicemens Readjustment Act of 1944 to provide that the Board for the Correction of Military or Naval Records and the Board of Review, Discharges, and Dismissals shall give consid",Defense,0,1,-0.616,False
topic_9164,"A bill to provide an excise tax on every new automobile in an amount relating to the portion of such automobile's fuel consumption rate which falls in below certain standards, to provide an Energy Research and Development Trust Fund, and for other purposes.",Macroeconomics,0,1,-0.236,True
topic_9165,"To amend section 1341 of the Internal Revenue Code of 1954, and for other purposes.",Macroeconomics,0,0,0.384,True
topic_9166,"To authorize the Administrator of Veterans Affairs to grant easements in lands belonging to the United States under his supervision and control, and for other purposes",Defense,0,0,0.139,False
topic_9167,To permit any veteran of both World Wars to elect to have his service in World War I counted as service in World War II for the purpose of determining eligibility for certain benefits.,Defense,0,1,-0.114,False
topic_9168,"To amend title 38 of the United States Code to provide for a pension of $100 a month for widows of veterans of World War I, and to disregard the spouse's income in determining the annual income of veterans for pension purposes under section 521 of such title",Defense,0,0,0.33,False
topic_9169,"To amend the Act of June 10, 1938, relating to the participation of the- United States in the International Criminal Police Organization",International Affairs,0,1,-0.56,False
topic_9170,A bill to make available supplemental assistance for famine relief and recovery in Africa.,International Affairs,0,1,-0.592,False
topic_9171,"To amend the American Recovery and Reinvestment Act of 2009 and the Internal Revenue Code of 1986 to make funds and tax benefits available to assist job creation and workforce diversification in the golf industry, and for other purposes.",Macroeconomics,0,1,-0.415,True
topic_9172,"To amend Public Law 843, 80th Congress, as amended by Public Law 477, 85th Congress",International Affairs,0,0,0.597,False
topic_9173,A bill to amend the Controlled Substances Act by increasing the minimum criminal penalties for any person employing or using persons under 18 years of age in drug operations.,Law and Crime,0,1,-0.319,False
topic_9174,"To establish a National Economic Conversion and Diversification Commission, and for other purposes.",Macroeconomics,0,0,0.18,True
topic_9175,To specify the priority of the obligations of the United States Government if the debt ceiling is reached.,Macroeconomics,0,0,0.705,True
topic_9176,To repeal the manufacturers excise tax on power lawn mowers,Macroeconomics,0,0,0.774,True
topic_9177,"A bill to protect children from registered sex offenders, and for other purposes.",Law and Crime,1,1,-0.417,False
topic_9178,"To establish a covered bond regulatory oversight program, and for other purposes.",Macroeconomics,0,0,0.907,True
topic_9179,"A bill to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public.",Macroeconomics,0,1,-0.214,True
topic_9180,To provide for more effective use of United States contributions to the International Monetary Fund.,International Affairs,0,1,-0.459,False
topic_9181,To limit the period of time during which appropriations are authorized to carry out the purposes of the U.S. Information and Educational Exchange Act of 1948,International Affairs,0,0,0.24,False
topic_9182,"To provide for the conservation of natural fish resources and for an adequate and balanced flow of fish and fish products in interstate and foreign commerce, and for other purposes",International Affairs,0,1,-0.491,False
topic_9183,To promote simplification and fairness in the administration and collection of sales and use taxes.,Macroeconomics,0,0,0.633,True
topic_9184,A bill to prohibit proposed regulatory increases in imputed interest rates for tax purposes on loans between related entities and on deferred payments in the case of certain sales of property.,Macroeconomics,1,1,-0.23,True
topic_9185,"To amend title 38, United States Code, to provide increased rates of pension for certain widows of veterans of the Spanish-American War",Defense,0,1,0.09,False
topic_9186,A bill to insure that any peace dividend is invested in America's families and deficit reduction.,Macroeconomics,1,0,0.545,True
topic_9187,To make unlawful the transfer or possession of assault weapons.,Law and Crime,0,1,-0.333,False
topic_9188,"A bill to amend the Congressional Budget Act of 1974 to make first concurrent resolutions on the budget binding, to eliminate second concurrent resolutions on the budget, and for other purposes.",Macroeconomics,0,1,-0.255,True
topic_9189,A bill to require that an amendment be proposed by the United States to the Articles of Agreement for each of the international financial institutions in which the United States participates which would require the establishment of human rights standards to be considered in connection with each application for assistance.,International Affairs,0,0,0.277,False
topic_9190,"A bill to amend the Budget and Accounting Act, 1921, to require the President's Budget to separately identify and summarize the capital investment expenditures of the United States, to amend the Housing and Urban Development Act of 1970, to require the Secretary of Housing and Urban Development to conduct an inventory and assessment of the Nation's public facilities, and for other purposes.",Macroeconomics,1,1,-0.346,True
topic_9191,A bill to amend the Internal Revenue Code by increasing the personal exemption from $750 to $850.,Macroeconomics,0,1,0.230843,True
topic_9192,A bill to amend the Violence Against Women Act of 2000 by expanding the legal assistance for victims of violence grant program to include legal assistance for victims of dating violence.,Law and Crime,1,0,0.5,False
topic_9193,A bill to provide for the establishment of a U.S. Foreign Service Academy.,International Affairs,1,1,-0.311,False
topic_9194,A bill to amend Section 912 of the Internal Revenue Code of 1954 to exempt from gross income the value of certain Panama Canal Treaty allowances.,International Affairs,0,0,0.567,False
topic_9195,"A bill to amend title 31, United States Code, to include in the President's budget of the United States Government a statement of the interest which accrues for each fiscal year on outstanding zero-coupon bonds.",Macroeconomics,1,0,0.06,True
topic_9196,"A bill to authorize certain construction at military installations for Fiscal Year 1995, and for other purposes.",Defense,1,1,-0.162,False
topic_9197,"To amend the Internal Revenue Code of 1986 to eliminate the marriage penalty in, and reduce the eligibility limitation on, the tax credit for health insurance premiums.",Macroeconomics,0,0,0.59,True
topic_9198,To amend title 38 of -the United States Code so as to increase rates -of pension payable to certain veterans and their widows and to liberalize and make more equitable the provisions. of that title relating to the payment of pensions,Defense,0,0,0.17,False
topic_9199,A bill to provide for the transfer of authorizations for military assistance programs for Laos and Vietnam to the Foreign Assistance Act of 1961.,International Affairs,0,1,-0.497,False
topic_9200,To amend title 28 of the United States Code with respect to official stations of circuit judges,Law and Crime,0,0,0.505,False
topic_9201,To amend the Internal Revenue Code of 1986 to allow individuals a credit against income tax for noise abatement property installed in residences impacted by train and airplane noise.,Macroeconomics,0,1,-0.28,True
topic_9202,"To provide that no application shall be required for the payment of statutory awards for certain conditionswhich, prior to August 1, 1952, have been determined by the Veterans Administration to be service connected.",Defense,0,0,0.329,False
topic_9203,A bill to amend Section 165 of the Internal Revenue Code of 1954 by repealing the limitation on the deduction for nonbusiness casualty losses created by Section 203 of the Tax Equity and Fiscal Responsibility Act of 1982.,Macroeconomics,0,0,0.195,True
topic_9204,To amend the Internal Revenue Code of 1986 to allow nonitemizers a deduction for a portion of their charitable contributions and to exempt the charitable contribution deduction from the overall limitation on itemized deductions.,Macroeconomics,0,0,0.792,True
topic_9205,"To amend the Defense Production Act of 1950, as amended to prohibit the grading of livestock and to remove price ceilings from livestock",Defense,0,0,0.387,False
topic_9206,A bill to authorize the obligation and expenditure of appropriated funds for a 2.4 percent increase in pay and allowances and a 5.2 percent increase for basic allowance for quarters for the members of the uniformed services.,Defense,1,0,0.211,False
topic_9207,A bill to amend title 4 of the United States Code to prohibit a State from imposing a discriminatory tax on income earned within such State by nonresidents of such State.,Macroeconomics,1,0,0.738,True
topic_9208,"A bill to rescind certain budget authority proposed to be rescinded in a special message transmitted to the Congress by the President on February 5, 1986, in accordance with section 1012 of the Impoundment Control Act of 1974.",Macroeconomics,1,0,0.548,True
topic_9209,"To amend section 305 of Public Law 480, 83d Congress, in regard to the labeling of surplus food donated to needy people abroad by the people of the United States of America",International Affairs,0,0,0.333,False
topic_9210,To permit the United States to host the 39th World Shooting Championships in 1966,International Affairs,0,1,0.068,False
topic_9211,A bill to authorize appropriations for the U.S. Information Agency.,International Affairs,0,1,-0.342,False
topic_9212,A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide additional tools for the battle against terrorism.,International Affairs,0,1,-0.349,False
topic_9213,A bill to increase personal incometax exemptions,Macroeconomics,1,1,-0.0382127128841437,True
topic_9214,"A bill to include among the principal trade negotiating objectives of the United States regarding commercial partnerships trade negotiating objectives with respect to discouraging activity that discourages, penalizes, or otherwise limits commercial relations with Israel, and for other purposes.",International Affairs,0,1,-0.33,False
topic_9215,To establish a National Commission on Terrorism.,International Affairs,0,0,0.369,False
topic_9216,A bill to amend the Controlled Substances Act to increase the penalty under that act for the illegal distribution of certain drugs by high echelon pushers.,Law and Crime,0,0,0.185,False
topic_9217,A bill to establish a filing deadline and to provide certain safeguards to curb frivolous and other cases not substantially justified which are brought under the Securities and Exchange Act's implied private action provisions.,Law and Crime,1,0,0.233,False
topic_9218,To restore the right of American citizens to freely own gold and gold coins; to return control over the public purse to the people; to restrain further deterioration of our currency; to enable holders of paper money to redeem it in gold coin on demand; to,Macroeconomics,0,0,0.739,True
topic_9219,"To amend section 3104 of title 38, United States Code, to permit certain service-connected disabled veterans who are retired members of the Armed Forces to receive compensation concurrently with retired pay without reduction in the amount of the compensation and retired pay.",Defense,0,0,0.369,False
topic_9220,"A bill to increase the temporary public debt limit, and for other purposes.",Law and Crime,0,1,-0.378,False
topic_9221,"A bill to penalize the possession of certain firearms which are in effect machine guns, and for other purposes.",Law and Crime,0,1,-0.283,False
topic_9222,"To provide that Federal employees who are members of the National Guard shall not suffer loss of pay, time, or efficiency rating for periods of service pursuant to call by the governor of a State",Defense,0,1,-0.419,False
topic_9223,To clarify that funding for the standard setting body designated pursuant to section 19(b) of the Securities Act of 1933 is not subject to the sequester.,Macroeconomics,0,0,0.372,True
topic_9224,To prohibit the Internal Revenue Service from modifying or amending the standards and regulations governing the substantiation of charitable contributions.,Macroeconomics,0,0,0.673,True
topic_9225,"To provide that no interest on an incometax deficiency shall be collected if the deficiency is the result of an honest error of the taxpayer, and for other purposes",Macroeconomics,0,0,0.246,True
topic_9226,"To require activities carried out by the United States in Afghanistan and other countries of Central Asia relating to peace negotiations, post-conflict reconstruction and development, refugee relief, resettlement, and repatriation, and peacekeeping operations comply with the basic human rights of women.",International Affairs,0,0,0.08,False
topic_9227,A bill to provide certain clarifying and technical amendments to the Reserve Ofcers Personnel Act of 1954.,Defense,1,0,0.087,False
topic_9228,To amend the Internal Revenue Code of 1954 to provide for the taxation of gains at death,Macroeconomics,0,1,-0.43,True
topic_9229,A bill to extend death benefits to public safety officers who die as a result of conditions arising out of or exacerbated by official duty.,Law and Crime,0,1,-0.376,False
topic_9230,To reveal the excise taxes on furs,Macroeconomics,0,0,0.122,True
topic_9231,"To increase from $800 to $1,000 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemption for a dependent, and the additional exemption for old age or blindness)",Macroeconomics,0,1,0.255,True
topic_9232,To amend title 28 of the United States Code relating to practice of law and participation in enterprises by justices or judges.,Law and Crime,0,1,-0.538,False
topic_9233,"To inform and empower consumers in the United States through a voluntary labeling system for wearing apparel and sporting goods made without abusive and exploitative child labor, and for other purposes.",International Affairs,0,1,-0.574,False
topic_9234,To amend the Internal Revenue Code of 1986 to use 50 percent of any Federal budget surplus in the general fund for reductions in Social Security taxes and to provide that the remainder of the surplus shall be used to increase discretionary nondefense spending and to reduce the outstanding public debt.,Macroeconomics,0,1,-0.313,True
topic_9235,A bill to amend the Federal Reserve Act to provide that the Chairman of the Board of Governors of the Federal Reserve System may be removed from such position by the adoption of a concurrent resolution by a three-fifths vote of both Houses of the Congress.,Macroeconomics,0,1,-0.216,True
topic_9236,To amend the Internal Revenue Code of 1986 to allow the Internal Revenue Service to prescribe and update a standard mileage rate for the charitable use of a passenger automobile.,Macroeconomics,0,1,-0.238,True
topic_9237,"To limit Department of Defense funds to support United States or Iraqi combat activities in or around Iraq, and for other purposes.",Defense,0,1,-0.4,False
topic_9238,A bill to amend the Internal Revenue Code of 1954 to permit a deduction based upon the cost of living in certain states in determining adjusted gross income.,Macroeconomics,0,0,0.176,True
topic_9239,"To increase the normal tax and surtax exemptions of a single person to 1$1,500 and of a married person to $2,500",Macroeconomics,0,1,-0.683,True
topic_9240,A bill to establish a Temporary National Commission on Supplies and Shortages.,Macroeconomics,1,1,-0.529,True
topic_9241,A bill to impose a 60-day freeze on prices and rents and direct the President to establish a long-run economic stabilization program.,Macroeconomics,1,1,-0.435,True
topic_9242,"A bill to establish a Commission on Budget Process Review, require congressional consideration of the Commission's recommendations, and to sunset the budget process if no action is taken to extend or modify it.",Macroeconomics,0,0,0.4,True
topic_9243,"A bill to authorize the Federal Government to guard strategic defense facilities against individuals believed to be disposed to commit acts of sabotage espionage, or other subversion.",International Affairs,1,0,0.454,False
topic_9244,To recognize and grant a Federal charter to The Military Order of the World Wars.,Defense,0,1,-0.046,False
topic_9245,A bill to provide a penalty of not less than 10 years imprisonment without release for damage by arson to houses of worship.,Law and Crime,1,0,0.574,False
topic_9246,"To amend the tort claims procedure of title 28, United States Code, so as to afford a remedy in cases in which agencies of the United States issue public statements which libel or slander persons or misrepresent subject matter involved in investigations o",Law and Crime,0,1,-0.221,False
topic_9247,To provide for military aid to China,International Affairs,0,0,0.124,False
topic_9248,To require fiscal responsibility on the part of the Federal Government,Macroeconomics,0,0,0.25,True
topic_9249,"To extend and improve the unemployment compensation program, and for other purposes",Macroeconomics,0,1,-0.384,True
topic_9250,A bill to amend the Internal Revenue Code of 1986 to provide relief to individuals from the penalty for failure to pay estimated taxes on amounts attributable to the alternative minimum tax in cases where the taxpayer was not subject to the alternative minimum tax in the preceding year.,Macroeconomics,1,0,0.422,True
topic_9251,To authorize appropriations for the Legal Services Corporation Act and for other purposes.,Law and Crime,0,0,0.397,False
topic_9252,"A bill to amend chapter 3 of title 28, United States Code, to eliminate 2 vacant judgeships on the Fourth Circuit Court of Appeals, and for other purposes.",Law and Crime,1,0,0.792,False
topic_9253,"To authorize appropriations during the fiscal year 1973 for procurement of aircraft, missiles, naval vessels, tracked combat vehicles, torpedoes, and other weapons, and research, development, test, and evaluation for the Armed Forces, and to prescribe the authorized personnel strength for each active duty component and of the Selected Reserve of each Reserve component of the Armed Forces, and for other purposes",Defense,0,1,0.09,False
topic_9254,"To amend the Internal Revenue Code of 1986 to provide that economic subsidies provided by a State or local government for a particular business to locate or remain within the government's jurisdiction shall be taxable to such business, and for other purposes.",Macroeconomics,0,1,-0.2,True
topic_9255,"To provide for 1,000 additional border patrol agents from military personnel displaced by defense realignment.",Defense,0,0,0.435,False
topic_9256,"A bill to establish national policies and support and encourage international agreements that implement energy and natural resource conservation strategies appropriate to preventing the overheating of the earth's atmosphere, known as the greenhouse effect.",International Affairs,0,0,-0.036,False
topic_9257,"To amend title 18, United States Code, with respect to jury tampering.",Law and Crime,0,0,0.31,False
topic_9258,To provide for the distribution within the United States of certain materials prepared by the United States Information Agency.,International Affairs,0,1,-0.478,False
topic_9259,A bill to limit availability and use of handgun bullets that are capable of penetrating certain body armor.,Law and Crime,0,1,-0.324,False
topic_9260,A bill to amend the Foreign Intelligence Surveillance Act of 1978 to modify the standard of proof for issuance of orders regarding non-United States persons from probable cause to reasonable suspicion.,Defense,1,0,0.166,False
topic_9261,A bill to amend the Internal Revenue Code of 1954 to exclude from gross income amounts received on the redemption of certain United States savings bonds which are held by the taxpayer for at least 10 years.,Macroeconomics,0,1,-0.086,True
topic_9262,A bill to amend the Internal Revenue Code so as to treat as an involuntary conversion the sale or exchange of property by a taxpayer in order to remove a legal inhibition on his discharging governmental duties,Macroeconomics,1,0,0.418,True
topic_9263,A bill to amend the Internal Revenue Code of 1986 to provide an investment tax credit for biomass heating property.,Macroeconomics,1,1,-0.341,True
topic_9264,To amend the Internal Revenue Code of 1954 to provide that any unmarried person who maintains his or her own house shall be entitled to be taxed at the rate provided for the head of a household,Macroeconomics,0,1,-0.365,True
topic_9265,"A bill to amend the Internal Revenue Code of 1954 to require recognition of gains by distributing corporation, and for other purposes.",Macroeconomics,1,1,-0.505,True
topic_9266,"A bill to amend the Internal Revenue Code of 1954, as amended, so as to exempt subsistence allowances of law enforcement officers of the United States from Federal income taxes.",Law and Crime,0,0,0.138,False
topic_9267,"To authorize appropriations for fiscal year 2010 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 2010, and for other purposes.",Defense,0,1,-0.199,False
topic_9268,"To extend benefits. under section 8191 of title 5, United States Code, to law enforcement officers and firemen not employed by the United States who are killed or totally disabled in the line of duty",Law and Crime,0,1,-0.46,False
topic_9269,"A bill to amend section 1951 of title 18, United States Code, (commonly called the Hobbs Act) to make the extortion prohibition of such section applicable to conduct in labor disputes to the same extent such prohibition applies to other conduct.",Law and Crime,0,0,0.75,False
topic_9270,"To empower women in Afghanistan, and for other purposes.",International Affairs,0,1,-0.388,False
topic_9271,To amend the Internal Revenue Code of 1986 to permit judges presiding in family law proceedings to request directly taxpayer returns and return information.,Law and Crime,0,1,-0.299,False
topic_9272,"A bill to relocate to Jerusalem the United States Embassy in Israel, and for other purposes.",International Affairs,1,0,0.42,False
topic_9273,"A bill to amend section 5(b) of the act of March 18, 1966 (Public Law 89 372) , so as to make the prohibition contained therein on the filling of certain vacancies in the office of district judge for the eastern district of Pennsylvania inapplicable to th",Law and Crime,1,1,-0.68,False
topic_9274,To amend the Internal Revenue Code of 1954 to provide that no documentary stamp tax shall be imposed with respect to conveyances to which a State or political subdivision thereof is a party,Macroeconomics,0,0,0.362,True
topic_9275,"To amend titles 10 and 14, United States Code, to permit recordings of military bands to be sold commercially.",Defense,0,0,0.297,False
topic_9276,To amend section 51 of the Internal Revenue Code to equalize Federal income taxes upon married persons,Macroeconomics,0,1,-0.121,True
topic_9277,A bill to amend section 257(e) of the Balanced Budget and Emergency Defecit Control Act of 1985 to modify the treatment of losses from asset sales.,Macroeconomics,1,0,0.33,True
topic_9278,"A bill to establish an Interagency Committee on Arson Control to coordinate Federal antiarson programs, and for other purposes.",Law and Crime,0,0,0.209,False
topic_9279,To amend the Internal Revenue Code of 1986 to exclude $100 of interest from gross income and to raise the threshhold for reporting interest paid to $100.,Macroeconomics,0,0,0.544,True
topic_9280,A bill to amend the Internal Revenue Code of 1954 with respect to deductions for the payment of certain expenses by members of the uniformed services who receive housing allowances.,Defense,0,0,0.238,False
topic_9281,A bill to provide that certain statutory subsistence allowances received by State police officers will not retroactively be included in gross income.,Law and Crime,0,1,-0.308,False
topic_9282,To provide that the marriage penalty relief provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent whenever the actual on-budget budget of the Government is in balance or surplus and the Director of the Office of Management and Budget determines that this Act will not cause on-budget deficits.,Macroeconomics,0,1,-0.152,True
topic_9283,"To amend chapter 71 of title 10, United States Code, to provide that enlisted members who are retired from the Armed Forces shall be entitled to 10 percent extra retired pay for extraordinary heroism in line of duty",Defense,0,1,-0.48,False
topic_9284,A bill to amend the Internal Revenue Code of 1954 to exempt from tax a portion of the income of individuals not employed by the Federal Government who live in a State in which Federal employees receive an allowance based on living costs and conditions of ,Macroeconomics,1,0,0.149,True
topic_9285,"To increase from $600 to $700 the personal income tax exemption of a taxpayer (including the exemption for a spouse, the exemption for a dependent, and the additional exemption for old age and blindness).",Macroeconomics,0,1,-0.309,True
topic_9286,"A bill to amend title 38, United States Code, to authorize the waiver of the collection of copayments for telehealth and telemedicine visits of veterans, and for other purposes.",Defense,1,1,-0.278,False
topic_9287,To amend the Internal Revenue Code of 1954 to allow deductions to teachers and registered nurses for personal savings for retirement,Macroeconomics,0,0,0.2,True
topic_9288,A bill to provide for a Special Prosecutor for Federal criminal offenses related to security functions and intelligence gathering.,Defense,0,1,-0.442,False
topic_9289,A bill to amend the Internal Revenue Code of 1954 to raise needed additional revenues by repealing certain provisions relating to the allowance for depreciation.,Macroeconomics,0,1,-0.48,True
topic_9290,To extend certain privileges to representatives of member states on the Council of the Organization of American States,International Affairs,0,1,-0.437,False
topic_9291,"To rescind certain budget authority proposed to be rescinded (R92-62) in a special message transmitted to the Congress by the President on March 20, 1992, in accordance with section 1012 of the Impoundment Control Act of 1974.",Macroeconomics,0,0,0.326,True
topic_9292,A bill to establish an Emergency Commission To End the Trade Deficit.,Macroeconomics,1,1,-0.387,True
topic_9293,"To amend title 18, United States Code, to provide penalties for stalking.",Law and Crime,0,1,-0.47,False
topic_9294,To provide for the Federal collection of certain State and local income taxes,Macroeconomics,0,1,-0.12,True
topic_9295,"To amend the Internal Revenue Code of, 1954",Macroeconomics,0,1,-0.07,True
topic_9296,"To amend the Internal Revenue Code of 1986 to repeal the limitation on the amount of foreign earned income excludible from gross income by citizens or residents of the United States living abroad, and for other purposes.",Macroeconomics,0,0,0.872,True
topic_9297,"A bill to continue in effect to June 30, 1950, certain properties and preferences relating to disposal of surplus real estate at Camp Butner, N. C",Defense,1,1,0.061,False
topic_9298,"To require a review of information regarding persons who have traveled or attempted to travel from the United States to support terrorist organizations in Syria and Iraq, and for other purposes.",International Affairs,0,0,0.412,False
topic_9299,To repeal the provision of the Tax Reform Act of 1986 which requires a taxpayer to include on his tax return the tax identification number of dependents who have attained age 5.,Macroeconomics,0,1,-0.042,True
topic_9300,"To amend the Internal Revenue Code of 1954 to provide that in the case of a dependent 60 or more years of age, the support test shall be satisfied if the taxpayer contributes $1,500 or more to the support of such dependent",Macroeconomics,0,1,-0.75,True
topic_9301,A bill to provide swift and certain punishment for criminals in order to deter violent crime and rid America of illegal drug use.,Law and Crime,1,0,0.531,False
topic_9302,Authorizing the payment of allowances in lieu of quarters or rations in kind to certain enlisted men,Defense,0,1,-0.052,False
topic_9303,A bill to consent to the institution of an original action in the Supreme Court for the adjudication of the claim of the State of Hawaii to certain land and property situated within that State.,Law and Crime,1,0,0.066,False
topic_9304,"A bill making appropriations for the Department of Defense for the fiscal year ending September 30,1981, and for other purposes.",Defense,0,1,-0.459,False
topic_9305,"To encourage the discovery, development, and production of mica in the United States, its Territories, and possessions, and for other purposes.",Defense,0,1,-0.024,False
topic_9306,To amend title 38 of the United States Code to provide a special pension to certain survivors of persons awarded a Medal of Honor posthumously,Defense,0,1,-0.34,False
topic_9307,A bill to amend the Internal Revenue Code of 1954 to permit ministers to be treated as self-employed individuals for pension plan purposes,Macroeconomics,1,1,-0.032,True
topic_9308,Concerning a Federal Tax Fairness Act,Macroeconomics,0,0,0.25,True
topic_9309,To provide for the appointment of additional circuit judges,Law and Crime,0,0,0.436,False
topic_9310,"To amend the Economic Stabilization Act of 1970, to stabilize the retail prices of meat for a period of 45 days at the April 1, 1971, levels, and to require the President to submit to the Congress a plan for insuring an adequate meat supply for U.S. consumers, reasonable meat prices, and a fair return on invested capital to farmers, food processors, and food retailers",Macroeconomics,0,1,-0.65,True
topic_9311,A bill to amend the Internal Revenue Code of 1954 with respect to the definition of commuter fare revenue.,Macroeconomics,1,1,-0.434,True
topic_9312,To amend the Internal Revenue Code of 1954 to defer recognition of gain in certain liquidations,Macroeconomics,0,0,0.176,True
topic_9313,To amend the Internal Revenue Code of 1954 to provide that interests on series E U.S. savings bonds held to maturity shall be excluded from gross income,Macroeconomics,0,1,-0.2,True
topic_9314,A bill to make certain technical corrections in the Judicial Improvements Act of 1990.,Law and Crime,1,0,0.384,False
topic_9315,"A bill to amend the Internal Revenue Code of 1954, and for other purposes.",Macroeconomics,0,1,-0.378,True
topic_9316,"To combat international money laundering and protect the United States financial system, and for other purposes.",Law and Crime,0,1,-0.422,False
topic_9317,"To amend title 18, United States Code, to require the electronic recording of custodial interrogations in Federal criminal cases.",Law and Crime,0,1,-0.563,False
topic_9318,A bill to enact the National School-Age Mother and Child Health Act of 1976.,Law and Crime,0,1,-0.265,False
