id,ground_truth,text,topic,generation,model
factuality_8619,Supported,Nipsey Hussle was fatally shot.,Lauren London,"Lauren Nicole London is an American actress born on December 5, 1984[1]. She is known for her roles in various films and television shows such as ATL (2006), This Christmas (2007), Madea’s Big Happy Family (2011), Baggage Claim (2013), The Game (2013-2015), Games People Play (2019), and Without Remorse (2021)[1]. Lauren London has two children from her previous relationships with Lil Wayne and Nipsey Hussle[1].

In 2022, Lauren London collaborated with PUMA on the L.A Love Story project. The collection features footwear and apparel inspired by her hometown, Los Angeles, and also includes items featuring her late boyfriend Nipsey Hussle who was fatally shot on March 31, 2019 in Los Angeles[1].

In an interview with Kathleen Cross, Lauren London talked about her personal struggle with fame and how she was an odd and awkward half-black, half-Jewish girl growing up[1].",PerplexityAI
factuality_8620,Supported,Jimmy Bartel is retired.,Jimmy Bartel,"Jimmy Bartel is a retired Australian rules footballer who played for the Geelong Football Club in the Australian Football League (AFL)[2]. He was born on December 4, 1983[1]. Bartel won three AFL premierships with Geelong and was awarded the Norm Smith Medal for being the best player on the ground in the 2011 AFL Grand Final[2]. He retired from professional football in 2016 after playing 305 games for Geelong[1].

Bartel married Nadia Coppolino in 2014 and they had two sons together before announcing their separation in August 2019. Their divorce was finalized in August 2021[1].",PerplexityAI
factuality_8621,Supported,He brought Major League Baseball's RBI program to Puerto Rico.,Roberto Clemente,"Roberto Enrique Clemente Walker was a Puerto Rican professional baseball right fielder who played 18 seasons in Major League Baseball (MLB) for the Pittsburgh Pirates[1]. He was born on August 18, 1934, in Barrio San Antón, Carolina, Puerto Rico to Melchor Clemente and Luisa Walker. He was the youngest of seven children[1]. During his childhood, his father worked as a foreman for sugar cane crops located in the municipality, located in the northeastern part of the island. Clemente had first shown interest in baseball early in life and often played against neighboring barrios. He attended Julio Vizcarrondo Coronado High School in Carolina[1].

Roberto Clemente Jr., also known as Roberto Clemente Zabala (born August 17, 1965), is a baseball broadcaster and former professional baseball player from San Juan, Puerto Rico. His father Roberto Clemente Sr was the first Latin American player to compile 3,000 hits during his career[2]. Despite playing for the Pittsburgh Pirates and being established in Pittsburgh for many years, Roberto Clemente insisted his wife Vera return to Puerto Rico so Roberto Jr. could be born there a day before his own birthday. The first seven years of Clemente's life were spent between Puerto Rico and... In 1992, he brought Major League Baseball's RBI (Reviving Baseball in Inner Cities) program to Puerto Rico[2].

Vera Cristina Zabala was born in Carolina, Puerto Rico in 1941. She graduated from the University of Puerto Rico and worked as a bank teller as a young woman. Vera Clemente (March 6, 1941 – November 16, 2019) was a philanthropist who founded a sports education facility called Ciudad Deportiva Roberto Clemente in Puerto Rico[3]. She was also chair of the Roberto Clemente Foundation and Goodwill Ambassador for Major League Baseball[3].

Wilver Dornell Stargell (March 6, 1940 – April 9, 2001), nicknamed ""Pops"" later in his career with the Pittsburgh Pirates organization signed with them and entered minor league baseball in 1959[4]. Stargell played until 1982 but never appeared in more than seventy-four games after1979 [4].",PerplexityAI
factuality_8622,Supported,Jidenna is a rapper.,Jidenna,"Jidenna Theodore Mobisson, known mononymously as Jidenna, is an American rapper and singer. He was born on May 4, 1985, in Wisconsin Rapids, Wisconsin to Oliver Mobisson, a Nigerian Igbo academic. Jidenna grew up partially in Nigeria where his father was working as a professor of computer science at Enugu State University. He later moved to Norwood, Massachusetts and then to Milton[1]. 

Jidenna is a founding member of Fear & Fancy, a social club that began in California in 2006. Fear & Fancy is an international collective of entrepreneurs, activists, educators, scientists and artists who host soirees, dinner parties and demonstrations[1].

In 2015 Jidenna released two singles ""Classic Man"" (featuring Roman GianArthur and Kendrick Lamar) and ""Yoga"" (with Janelle Monáe), promoting Monáe's label Wondaland Records' compilation EP The Eephus with Epic Records[1]. ""Classic Man"" was nominated for a Grammy Award for Best Rap/Sung Collaboration[2]. Nana Kwabena Tuffuor co-produced the song with Jidenna[4].

Jidenna has released two studio albums: The Chief (2017) and 85 to Africa (2019). He has also released two extended plays (EPs) and twelve singles[3].",PerplexityAI
factuality_8623,Supported,Wisconsin Rapids is in Wisconsin.,Jidenna,"Jidenna Theodore Mobisson, known mononymously as Jidenna, is an American rapper and singer. He was born on May 4, 1985, in Wisconsin Rapids, Wisconsin to Oliver Mobisson, a Nigerian Igbo academic. Jidenna grew up partially in Nigeria where his father was working as a professor of computer science at Enugu State University. He later moved to Norwood, Massachusetts and then to Milton[1]. 

Jidenna is a founding member of Fear & Fancy, a social club that began in California in 2006. Fear & Fancy is an international collective of entrepreneurs, activists, educators, scientists and artists who host soirees, dinner parties and demonstrations[1].

In 2015 Jidenna released two singles ""Classic Man"" (featuring Roman GianArthur and Kendrick Lamar) and ""Yoga"" (with Janelle Monáe), promoting Monáe's label Wondaland Records' compilation EP The Eephus with Epic Records[1]. ""Classic Man"" was nominated for a Grammy Award for Best Rap/Sung Collaboration[2]. Nana Kwabena Tuffuor co-produced the song with Jidenna[4].

Jidenna has released two studio albums: The Chief (2017) and 85 to Africa (2019). He has also released two extended plays (EPs) and twelve singles[3].",PerplexityAI
factuality_8624,Supported,She was raised in South Central Los Angeles.,Tiffany Haddish,"Tiffany Sara Cornilia Haddish is an American stand-up comedian, actress, and author born on December 3, 1979, in Los Angeles, California[1]. She was raised in South Central Los Angeles by her African-American small business owner mother and her father who was of Eritrean and Ethiopian Jewish heritage[1]. Haddish's breakthrough came in 2017 when she starred in the comedy film Girls Trip[2]. Her performance earned her several accolades such as nominations for two Critics' Choice Awards and a Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series for hosting Saturday Night Live[2].

Haddish has also appeared in other films such as Night School (2018) and Like a Boss (2020)[5]. She has lent her voice to animated series such as Tuca & Bertie (2019-2022), where she voiced the character Tuca Toucan, and The Lego Movie 2: The Second Part (2019)[4]. In addition to acting, Haddish is also a stand-up comedian. Her comedy special Tiffany Haddish: She Ready! From the Hood to Hollywood premiered on Showtime in August 2017[1].

Haddish has written an autobiography titled The Last Black Unicorn which was published in December 2017. The book details her life growing up in foster care and experiencing homelessness before finding success as a comedian and actress[1].",PerplexityAI
factuality_8625,Supported,He has starred in popular television dramas.,Kang Ji-hwan,"Kang Ji-hwan, born Jo Tae-gyu on March 20, 1977, is a South Korean actor who began his career in musical theatre and later transitioned to television dramas and films[1]. He has starred in several popular television dramas such as Be Strong, Geum-soon! (2005), Capital Scandal (2007), Hong Gil-dong (2008), Lie to Me (2011), Incarnation of Money (2013), Big Man (2014) and Children of a Lesser God (2018)[1]. Kang has also acted in the films Rough Cut (2008) and My Girlfriend Is an Agent (2009)[1].

Kang Ji-hwan received his first acting award in 2006 for his role in the drama series Be Strong, Geum-soon![1]. He has since been nominated for several awards and won the Excellence Award for Actor in a Miniseries at the 2018 KBS Drama Awards for his role in Feel Good to Die[1].

In addition to acting, Kang Ji-hwan is known for his philanthropic work. He has donated money to various charities and organizations over the years[1].",PerplexityAI
factuality_8626,Supported,He completed his acting degree at the Western Australian Academy of Performing Arts.,Dacre Montgomery,"Dacre Kayd Montgomery-Harvey is an Australian actor born on November 22, 1994, in Perth, Western Australia[1]. He completed his acting degree at the Western Australian Academy of Performing Arts at Edith Cowan University in 2015[1]. Montgomery is known for his roles as Billy Hargrove in the Netflix series Stranger Things (2017–2022), Jason Scott in the 2017 action film Power Rangers, and Steve Binder in the 2022 biographical film Elvis[1].

In addition to acting, Montgomery has released his own podcast titled ""DKMH"", which features his own poetry[1]. In an Instagram post, he revealed that he had a hard time in school due to anxiety at a young age but found solace in acting[1]. 

Montgomery was announced to appear in a leading role on 'Went Up the Hill' film co-scripted and directed by Samuel Van Grinsven on October 19th, 2022 [1].",PerplexityAI
factuality_8627,Supported,Gerardo Fernandez Fe lives in the United States.,Gerardo Fernandez Fe,"Gerardo Fernandez Fe is a Cuban novelist and essayist born in Havana on January 15, 1971[1]. His best-known works are the novels La Falacia (1999) and El último día del estornino (2011) and the books of essays Cuerpo a diario (2007) and Notas al total (2015)[1]. He has also written poems compiled in Tibisial (2017)[1]. In 2018, his essay Moleskine Sergio Pitol was published in Mexico. José Kozer: tajante y definitivo, an extensive interview with the laureate Cuban poet, was published in 2020[1].

Gerardo Fernandez Fe lives in the United States since 2013[1]. He is included in the Hall of Fame of the Cuban essay[1]. Gilberto Padilla Cárdenas has said that ""Notas al total was probably the best book published by a Cuban writer in the year 2015""[1]. Gerardo Fernandez Fe is listed under Category:Writers from Havana on Wikipedia[2].",PerplexityAI
factuality_8628,Supported,He was elected to the House of Representatives of the Philippines.,Antonio Diaz (Filipino politician),"Antonio Magsaysay Diaz (1927-2011) was a Filipino politician and lawyer. He was born in Zambales, Philippines, and was a member of the Magsaysay political clan of Zambales, which included his uncle, the late-president Ramon Magsaysay[1]. Diaz served as the vice governor and representative of Zambales since the 1960s[1]. He was elected to the House of Representatives of the Philippines representing Zambales for three separate tenures – 1969 to 1972, 1992 to 2001, and 2004 until his death on August 3, 2011[1].

Diaz started his career in government service as deputy customs commissioner from 1963 to 1964. He then became head of the Bureau of Customs' legal division from 1965 to 1966[1]. Diaz also served as a delegate to the Constitutional Convention in 1970[1]. In addition to his political career, he was also a lawyer.

Diaz's political clout with voters in Zambales was attributed to his scholarship program for poor but deserving students in the province[1]. His nickname was ""Tonias""[1].",PerplexityAI
factuality_8629,Supported,He wrote a book.,Oliver Letwin,"Sir Oliver Letwin PC FRSA is a British politician who served as the Member of Parliament (MP) for West Dorset from 1997 to 2019[1]. He was elected as a member of the Conservative Party, but sat as an independent after having the whip removed in September 2019[1]. Letwin was Shadow Chancellor of the Exchequer from 2003 to 2005 and Chairman of the Conservative Research Department from 1986 to 1987[1].

Letwin was born on May 19, 1956, in London. His parents were ""Jewish-American intellectuals from Chicago whose parents had fled""[1]. His father, William Letwin, was an emeritus professor at the London School of Economics, and his mother, Shirley Robin Letwin, was a conservative academic[1]. 

In addition to his political career, Letwin has authored several books. In his book ""Privatising the World,"" he argued that privatization could be used to improve public services[1]. In ""Hearts and Minds: The Battle for the Conservative Party from Thatcher to Cameron,"" he discussed how the Conservative Party could win elections by appealing to voters' emotions[1]. His most recent book is ""China vs America: A Warning,"" which discusses how China's rise poses a threat to Western democracies[1].

Letwin has been awarded several honors throughout his career. He was appointed a Privy Counsellor in 2002 and made a Fellow of the Royal Society of Arts in 2004[1].",PerplexityAI
factuality_8630,Supported,Produce 101 is a reality competition series.,Kang Daniel,"Kang Daniel is a South Korean singer-songwriter, actor, and businessman who was born on December 10, 1996, in Busan, South Korea. He is the only child of his family and legally changed his name from Kang Eui-geon to Daniel due to family and friends having difficulty pronouncing it. In early 2017, he rose to fame as the first-place winner of the second season of reality competition series Produce 101[1]. He became a member of the show's resulting boy group Wanna One and later debuted as a solo artist after the group disbanded[1].

Kang Daniel founded his independent entertainment company named Konnect Entertainment on June 5, 2019[2]. The agency manages his career and has since expanded to manage other artists in addition to himself. In August 2020, he released his debut EP titled ""Cyan,"" followed by ""Magenta"" in August 2021[2]. In February 2022, he collaborated with Bio Heal BOH for a commercial campaign that topped the cica board[3]. 

In January 2022, Kang Daniel starred in the web series ""Rookie Cops"" alongside Chae Soo-bin and Park Yoo-na[4]. The youth investigation drama depicts students' dreams, love, challenges, and ambitions. Kang Daniel played Wi Seung-hyun, a passionate youth who aims to follow in the footsteps of his father who is the head of the Gyeonggi Dongbu Police Agency[4].",PerplexityAI
factuality_8631,Supported,"She was born on May 16, 1970.",Gabriela Sabatini,"Gabriela Beatriz Sabatini is an Argentine-Italian former professional tennis player. She was born on May 16, 1970, in Buenos Aires, Argentina to Osvaldo and Beatriz Garofalo Sabatini. Her father was an executive in General Motors. Gabriela started playing tennis at the age of six and turned professional at the age of 13[1].

Sabatini won her first tournament in 1985 at the age of 15[1]. She won a total of 27 singles titles and 14 doubles titles during her career[1]. In 1988, she won the women's singles title at the US Open and reached the finals of Wimbledon[1]. She also won the Tour Finals in 1988 and 1994[1]. In addition to her Grand Slam victories, Sabatini won a silver medal at the 1988 Olympics in Seoul[1].

Sabatini retired from professional tennis in 1996 at the age of 26[1]. After retiring from tennis, she pursued a career in fashion and fragrance design. She launched her own perfume line called ""Gabriela Sabatini"" in 1989[1]. In addition to her fragrance line, she has also designed clothing for Adidas and jewelry for Swarovski[1].

In recognition of her achievements as a tennis player, Sabatini was inducted into the International Tennis Hall of Fame in Newport, Rhode Island, United States on July 15, 2006[1].",PerplexityAI
factuality_8632,Supported,Wendy moved when she was in fifth grade.,Wendy (singer),"Wendy, whose real name is Shon Seung-wan, is a South Korean singer, voice actress, and radio host. She was born on February 21, 1994, in Seongbuk-dong, a neighborhood in Seoul, South Korea. Wendy showed interest in becoming a singer when she was only six years old. Besides her passion for singing, she can also play several instruments such as the guitar and piano[1]. Wendy moved to Canada with her family when she was in fifth grade and attended Fraser Heights Secondary School in Surrey, British Columbia. She was an honor student and athlete and earned various awards for academics and music-related activities[1].

Wendy started using her English name 'Wendy Shon' while studying at Richmond Hill High School in Richmond Hill, Ontario. She participated in the school's show choir and played the lead role of Dorothy Gale in the school production of The Wizard of Oz[1]. Wendy debuted as a member of the South Korean girl group Red Velvet on August 1, 2014[1]. In 2021, Wendy became the first Red Velvet member to debut solo with the release of her EP Like Water. She also hosts her own radio program called Wendy's Youngstreet since January 2021[1].

It is important to note that there are other singers named Wendy such as Wendy Moten who is an American jazz singer from Tennessee known for several major-label solo records and international hit songs[2], Wendy O. Williams who was an American punk rock singer best known as the lead singer of Plasmatics[3], Wendy Shay who is a Ghanaian Afropop and Afrobeats singer[4], and Wendy Matthews who is a Canadian-born Australian singer-songwriter who has been a member of Models and Absent Friends[5].",PerplexityAI
factuality_8633,Supported,"As of July 21, 2022, Memović is without a club.",Damir Memović,"Damir Memović is a Serbian professional footballer who was born on January 19, 1989, in Belgrade, SFR Yugoslavia [1][2][3]. He is currently 34 years old and plays as a defender, specifically as a center-back [1][2][4]. Memović started his career with Hajduk Beograd in 2009 before moving to other clubs such as Gandzasar Kapan in the Armenian Premier League and Hoàng Anh Gia Lai in the V.League [1]. He has also played for Zvijezda 09 in the Premier Liga and Syunik in the Premier League [4].

As of July 21, 2022, Memović is without a club [2]. His market value was last estimated at €50 thousand on transfermarkt.com [2]. Footballcritic.com provides detailed statistics on his performance during games. For example, he played for SHB Da Nang FC against Than Quang Ninh FC on July 21, 2019. The match ended with a score of 3-2 in favor of Than Quang Ninh FC. Memović played for the full duration of the game but did not score any goals or make any assists [4].",PerplexityAI
factuality_8634,Supported,Ducanville is in Texas.,Eric Hacker,"Eric Lynn Hacker is an American professional baseball pitcher who was born on March 26, 1983, in Duncanville, Texas. He stands at 6 feet 1 inch (1.85 m) and weighs 230 pounds (100 kg). Hacker is a switch hitter but throws right-handed. He has played for several Major League Baseball (MLB) teams including the Pittsburgh Pirates, Minnesota Twins, and San Francisco Giants[1].

Hacker throws a fastball, slider, curveball, and changeup[1]. In 2009, he was named the International League Pitcher of the Year while playing for the Indianapolis Indians[1]. In January 2013, he signed with the NC Dinos in their inaugural season in the KBO League[1]. On April 4 of that year, he started against the Lotte Giants and pitched seven innings while allowing three earned runs but no run support and poor defense caused him to take the loss[1].

As of March 2023, Eric Hacker is a free agent[1].",PerplexityAI
factuality_8635,Supported,The Iranian Embassy was in Paris.,Shahnaz Pahlavi,"Shahnaz Pahlavi was born in Tehran on October 27, 1940. She is the first child of Mohammad Reza Pahlavi, the Shah of Iran, and his first wife Princess Fawzia of Egypt[1]. Shahnaz was educated in a Belgian boarding school, Lycée Léonie de Waha, in Liège and then in Switzerland[1]. Her father had plans for her marriage with King Faisal of Iraq which did not materialize due to her unwillingness. Her first marriage at age sixteen was to Ardeshir Zahedi[1].

Shahnaz's second husband was Khosrow Jahanbani. They married at the Iranian Embassy in Paris in February 1971[2]. They had two children; a son, Keykhosrow (born November 20, 1971), and a daughter, Fawzia (born 1973)[2]. Jahanbani died on April 16, 2014 after battling cancer for several years[2].

Shahnaz's mother-in-law was Queen Fawzia of Egypt who became Queen of Iran as the first wife of Mohammad Reza Pahlavi. With Mohammad Reza Shah Pahlavi she had one child, a daughter: HIH Princess Shahnaz Pahlavi (born October 27, 1940)[3].",PerplexityAI
factuality_8636,Supported,He was christened Robert Lewis Balfour Stevenson.,Robert Louis Stevenson,"Robert Louis Stevenson was a Scottish novelist, essayist, poet, and travel writer born on November 13, 1850, in Edinburgh, Scotland. His father was Thomas Stevenson, a leading lighthouse engineer, and his mother was Margaret Isabella Balfour. He was christened Robert Lewis Balfour Stevenson but changed the spelling of ""Lewis"" at about age 18. 

Stevenson studied law at the University of Edinburgh but did not practice law. Instead, he pursued a career in writing and published his first book in 1878 titled An Inland Voyage. He is best known for works such as Treasure Island (1883), Strange Case of Dr Jekyll and Mr Hyde (1886), Kidnapped (1886), and A Child's Garden of Verses (1885). 

Stevenson traveled extensively throughout his life and lived in various places such as France, Switzerland, the United States, and Samoa. He suffered from poor health throughout his life and died on December 3, 1894, at the age of 44 in Vailima, Samoa.

In the late 20th century, there was a re-evaluation of Stevenson as an artist of great range and insight - a literary theorist, an essayist and social critic - rather than just an author of adventure stories[1].",PerplexityAI
factuality_8637,Supported,"""No Hands"" featured Roscoe Dash.",Waka Flocka Flame,"Juaquin James Malphurs, known professionally as Waka Flocka Flame, is an American rapper born on May 31, 1986 in New York City[1]. He signed to 1017 Brick Squad and Warner Bros. Records in 2009 and became a mainstream artist with the release of his singles ""O Let's Do It"", ""Hard in da Paint"", and ""No Hands"" featuring Roscoe Dash[1][3]. Waka Flocka came to fame with his breakthrough single ""O Let's Do It"" in 2009, which peaked at number 62 on the US Billboard Hot 100[1].

Waka Flocka is a member of 1017 Brick Squad with Gucci Mane, OJ Da Juiceman, Frenchie, and Wooh Da Kid[1][5]. In January 2010, he was shot and robbed at a car wash but survived the incident[1]. In addition to his music career, Waka Flocka has appeared on several reality TV shows such as Love & Hip Hop: Atlanta and Waka & Tammy: What The Flocka alongside his wife Tammy Rivera[4].

Waka Flocka Flame's stage name was given to him by Gucci Mane whom he has known since he was 19 years old. The name ""Flocka Flame"" was inspired by Muppet character Fozzie Bear's catchphrase, ""Wocka Wocka""[1].",PerplexityAI
factuality_8638,Supported,She won the Belgian International tournament.,Rin Iwanaga,"Rin Iwanaga is a Japanese badminton player who was born on May 21, 1999, in Yanai, Yamaguchi, Japan. She is affiliated with the Biprogy team and plays women's doubles. Rin Iwanaga stands at a height of 1.66 m (5 ft 5 in) and has a right-handed playing style. Her coach is Nakajima.

Rin Iwanaga has won several titles throughout her career. In 2022, she won the Asian Championships in women's doubles with her partner Kie Nakanishi. In the same year, she also reached her highest ranking of 15 in women's doubles with Kie Nakanishi. As of January 24, 2023, Rin Iwanaga and Kie Nakanishi are ranked at number 16 in women's doubles.

In addition to these achievements, Rin Iwanaga has also won three titles in BWF International Challenge/Series tournaments. In 2021, she won the Belgian International tournament with Kie Nakanishi as her partner.

Overall, Rin Iwanaga is a successful badminton player from Japan who has achieved several notable accomplishments throughout her career so far.",PerplexityAI
factuality_8639,Supported,"Kruger died on July 14, 1904.",Paul Kruger,"Stephanus Johannes Paulus Kruger was a South African politician who was one of the dominant political and military figures in 19th-century South Africa. He was born on October 10, 1825, at Bulhoek, a farm in the Steynsburg area of the Cape Colony. Kruger's family was part of the Voortrekker group under Potgieter that trekked further east into Natal during 1837 and 1838. Here they met the Zulu king Dingane's army, which resulted in the Battle of Blood River on December 16, 1838. The Voortrekkers emerged victorious and established the republic of Natalia.

Kruger became State President of the South African Republic (or Transvaal) from 1883 to May 1902. He played a significant role in resisting British imperialism and led his country through two wars: The First Boer War (1880–1881) and The Second Boer War (1899–1902). Kruger is a controversial figure; admirers venerate him as a tragic folk hero.

Kruger came from an Afrikaner background with German, French ancestry. He married Gezina du Plessis in 1842, and they had sixteen children together. Kruger died on July 14, 1904, in Clarens, Switzerland.",PerplexityAI
factuality_8640,Supported,Maneka represents BJP.,Maneka Gandhi,"Maneka Sanjay Gandhi is an Indian politician, animal rights activist, and environmentalist[1]. She was born on August 26, 1956, in Delhi, India into a Sikh family. Her father was Indian Army officer Lt. Col. Tarlochan Singh Anand and her mother was Amteshwar Anand, daughter of Sir Datar Singh[1]. She was educated at The Lawrence School, Sanawar and Lady Shri Ram College for Women where she studied German[1].

Maneka Gandhi is the founder of People For Animals (PFA) and is currently the chairperson of this organization[2]. Whilst serving India as a political member of the Bharatiya Janata Party (BJP), Gandhi founded India’s largest organization for animal rights and welfare, People For Animals[2]. Following the foundation of this organization, Gandhi was similarly appointed chairperson of the Committee for the Purpose and Control and Supervision of Experiments on Animals (CPCSEA) in 1995[2].

Gandhi's relationship with Indira Gandhi gradually disintegrated after Sanjay's death and they would continually argue with one another. Maneka was eventually forced out of 1, Safdarjung Road, the prime minister's residence after a fallout with Indira[1]. Maneka married Sanjay Gandhi in New Delhi on September 24th, 1974. Their son Varun was born shortly before Sanjay's death in a plane crash on June 23rd, 1980[5]. Both Maneka and Varun represent BJP in Lok Sabha [5].",PerplexityAI
factuality_8641,Supported,The Action 1D campaign aims to slow down climate change.,Liam Payne,"Liam James Payne is an English singer who was born on August 29, 1993, in Wolverhampton, England [1]. He rose to fame as a member of the boy band One Direction, which was formed in London in 2010 [2]. Payne made his debut as a singer in 2008 when he auditioned for the British television series The X Factor. After being eliminated from the competition, he auditioned again in 2010 and became part of One Direction [1].

Payne is a pop and R&B singer who explores other genres like electronic. He cites Chris Brown, Pharrell Williams, Justin Timberlake, and Usher as major musical influences [1]. In August 2021, Payne released ""Sunshine,"" which was featured in the film Ron's Gone Wrong [1].

One Direction signed with Simon Cowell's record label after finishing third on The X Factor. The group consisted of Niall Horan, Liam Payne, Harry Styles, Louis Tomlinson and previously Zayn Malik until his departure from the group in March 2015 [2]. The group released five albums and went on to become one of the best-selling boy bands of all time before going on hiatus in January 2016 [3].

As a former member of One Direction, Payne was involved in the Action 1D campaign that ""aims to end extreme poverty, tackle inequality and slow down climate change with the help of their millions of fans"" [3].",PerplexityAI
factuality_8642,Supported,She performed in Dev.D.,Kalki Koechlin,"Kalki Koechlin is a French actress and writer who works in Hindi films[1]. She was born on January 10, 1984, in Pondicherry, India to French parents, Joël Koechlin and Françoise Armandie[1][2]. She is a descendant of Maurice Koechlin, a French structural engineer who played an important role in the design and construction of the Eiffel Tower[3]. Although she is a French citizen, she has been brought up and lived most of her life in India[1].

Kalki Koechlin has received several accolades for her unconventional body of work. She has won a National Film Award, a Filmfare Award, and two Screen Awards[1]. Some of her critically acclaimed performances include Dev.D (2009), Shanghai (2012), Zindagi Na Milegi Dobara (2011), Shaitan (2012), That Girl in Yellow Boots (2011), Yeh Jawaani Hai Deewani (2013), Ek Thi Daayan (2013), Margarita with a Straw (2015) and Waiting (2016)[2].

Kalki Koechlin is also involved in various social causes ranging from health and education to women empowerment and gender equality[1].",PerplexityAI
factuality_8643,Supported,Liaquat Ahamed won the Pulitzer Prize.,Jonathan Tucker,"Jonathan Moss Tucker is an American actor born on May 31, 1982, in Boston, Massachusetts[1]. He is known for his roles in various films and TV shows such as The Virgin Suicides (1999), The Texas Chainsaw Massacre (2003), Kingdom (2014–2017), Justified (2015), Snowfall (2018), Westworld (2018-2022), City on a Hill (2019), and Debris (2021)[1].

Tucker's father is Irish Catholic, while his mother is Jewish and of Romanian Jewish descent[1]. He grew up in Charlestown, Massachusetts, and attended The Park School in Brookline, Massachusetts. Tucker also performed with the Boston Ballet and played Fritz in their production of The Nutcracker for five years starting when he was in the third grade[1]. Later on, he attended The Thacher School in Ojai, California[1].

In June 2012, Tucker married Tara Ahamed, daughter of Pulitzer Prize-winning economic historian Liaquat Ahamed[1]. Tucker practices Transcendental Meditation to offset loneliness on film locations[1]. In addition to acting, Tucker is also involved with environmental causes. He has spoken at the United Nations Forum on Religion and Ecology[1].",PerplexityAI
factuality_8644,Supported,It was announced he was to star in a film.,Beenie Man,"Moses Anthony Davis, better known by his stage name Beenie Man, is a Jamaican Dancehall deejay[1]. He was born on August 22, 1973. In the early 1990s, he honed his craft beside the then-dominant Dancehall figures including Ninjaman, Admiral Bailey and Shabba Ranks[1]. He found his artistic home at the Shocking Vibes studio where he continued to record singles with only moderate success in the early 1990s[1].

Beenie Man's career took off in the mid-1990s with a string of hits such as ""Slam,"" ""Gal Wine,"" and ""World Dance""[1]. He has released sixteen studio albums to date. In October 2010, Beenie Man came out with the EP I'm Drinking Rum and Red Bull, which included four songs[1]. His music has been described as a mix of reggae and dancehall.

In addition to his music career, Beenie Man has also acted in films. In April 2008, it was announced that he was to co-write and star in the film Kingston[1].",PerplexityAI
factuality_8645,Supported,Lady Susan Hussey's husband was elevated to the House of Lords.,"William Waldegrave, Baron Waldegrave of North Hill","William Arthur Waldegrave, Baron Waldegrave of North Hill, PC is a British Conservative Party politician who served as a Cabinet minister from 1990 until 1997. He was born on August 15, 1946, and is the nephew of the courtier Dame Frances Campbell-Preston. One of his sisters is Lady Susan Hussey, who became Baroness Hussey of North Bradley upon her husband's elevation to the House of Lords. Waldegrave's grandfather was James II and VII and his brother-in-law was Marmaduke James Hussey, Baron Hussey of North Bradley.

Waldegrave held several positions in the Cabinet including Minister for Public Services and Science in 1992, Secretary of State for Agriculture, Fisheries and Food in 1994, and Chief Secretary to the Treasury in 1995. After losing his Commons seat to Valerie Davey in the 1997 general election, he entered the House of Lords being created a life peer as Baron Waldegrave of North Hill.

Lady Susan Hussey is a British noblewoman who served as a Woman of the Bedchamber to Queen Elizabeth II and as a Lady of the Household from September to November 2022 under King Charles III. She was born on May 1, 1939, and is the fifth and youngest daughter of Geoffrey Waldegrave, 12th Earl Waldegrave. She is also William Waldegrave's sister.",PerplexityAI
factuality_8646,Supported,He was a writer.,Lewis Nkosi,"Lewis Nkosi (1936-2010) was a South African writer, journalist, and broadcaster. He was born in Durban, South Africa, and studied at the University of Natal. In 1957 he became a journalist for Drum magazine, where he worked alongside other notable writers such as Can Themba and Bessie Head[1]. Nkosi's writing often explored themes of identity, race, and politics in apartheid-era South Africa.

In addition to his work as a journalist and writer, Nkosi was also a broadcaster for the BBC World Service. He lived in exile in London from 1961 until 1990 when he returned to South Africa after the end of apartheid[5]. During his time in London, he continued to write about South African politics and culture.

Nkosi's literary works include ""Mating Birds,"" ""Underground People,"" and ""Tasks and Masks: Themes and Styles of African Literature."" His writing has been praised for its insight into the complexities of life under apartheid[5].

Nkosi received numerous awards throughout his career, including the Order of Ikhamanga from the South African government in 2008 for his contributions to literature and journalism[5].",PerplexityAI
factuality_8647,Supported,He resigned after the Berlin Wall fell.,Egon Krenz,"Egon Krenz was a German politician who served as the last Communist leader of East Germany. He succeeded Erich Honecker as the General Secretary of the Socialist Unity Party of Germany (SED) in October 1989[2]. However, he resigned from all his posts in December 1989, following the fall of the Berlin Wall and the pro-democracy transition inspired by then Soviet leader Mikhail Gorbachev[1]. Krenz was succeeded by Gregor Gysi as the chairman of SED[1].

Krenz was born on March 19, 1937, in Kolberg, Pomerania, Germany (now Kołobrzeg, Poland)[2]. He joined SED in 1955 and became a member of its Central Committee in 1971[2]. Krenz held various positions within SED before becoming its General Secretary. He was also a member of the Volkskammer (People's Chamber), East Germany's parliament[2].

After resigning from his posts, Krenz faced trial for his role in the deaths of people who were killed while trying to cross the Berlin Wall during his tenure as a Politburo member[2]. In January 1993, he was sentenced to six and a half years in prison for manslaughter but was released after serving four years due to good behavior[2].",PerplexityAI
