id,ground_truth,original_id_and_wave
issue_survey_7190,Partisan-neg,id_21617.0_wave_13
issue_survey_7191,Partisan-neg,id_20667.0_wave_11
issue_survey_7192,Partisan-neg,id_7879.0_wave_3
issue_survey_7193,Partisan-neg,id_3231.0_wave_12
issue_survey_7194,Partisan-neg,id_1579.0_wave_5
issue_survey_7195,Partisan-neg,id_10870.0_wave_4
issue_survey_7196,Partisan-neg,id_16217.0_wave_1
issue_survey_7197,Partisan-neg,id_16978.0_wave_4
issue_survey_7198,Partisan-neg,id_28895.0_wave_7
issue_survey_7199,Partisan-neg,id_25187.0_wave_6
issue_survey_7200,Partisan-neg,id_25001.0_wave_9
issue_survey_7201,Partisan-neg,id_12202.0_wave_22
issue_survey_7202,Partisan-neg,id_9905.0_wave_11
issue_survey_7203,Partisan-neg,id_22946.0_wave_21
issue_survey_7204,Partisan-neg,id_8839.0_wave_18
issue_survey_7205,Partisan-neg,id_2735.0_wave_25
issue_survey_7206,Partisan-neg,id_2337.0_wave_1
issue_survey_7207,Partisan-neg,id_8839.0_wave_12
issue_survey_7208,Partisan-neg,id_22009.0_wave_4
issue_survey_7209,Partisan-neg,id_27188.0_wave_6
issue_survey_7210,Partisan-neg,id_28422.0_wave_18
issue_survey_7211,Partisan-neg,id_27188.0_wave_19
issue_survey_7212,Partisan-neg,id_29687.0_wave_3
issue_survey_7213,Partisan-neg,id_22512.0_wave_12
issue_survey_7214,Partisan-neg,id_16587.0_wave_4
issue_survey_7215,Partisan-neg,id_24546.0_wave_12
issue_survey_7216,Partisan-neg,id_25187.0_wave_3
issue_survey_7217,Partisan-neg,id_1572.0_wave_19
issue_survey_7218,Partisan-neg,id_6524.0_wave_4
issue_survey_7219,Partisan-neg,id_29444.0_wave_6
issue_survey_7220,Partisan-neg,id_12626.0_wave_19
issue_survey_7221,Partisan-neg,id_16269.0_wave_4
issue_survey_7222,Partisan-neg,id_1316.0_wave_6
issue_survey_7223,Partisan-neg,id_9357.0_wave_13
issue_survey_7224,Partisan-neg,id_24429.0_wave_6
issue_survey_7225,Partisan-neg,id_26040.0_wave_12
issue_survey_7226,Partisan-neg,id_28968.0_wave_13
issue_survey_7227,Partisan-neg,id_30364.0_wave_20
issue_survey_7228,Partisan-neg,id_27883.0_wave_2
issue_survey_7229,Partisan-neg,id_19901.0_wave_13
issue_survey_7230,Partisan-neg,id_29644.0_wave_25
issue_survey_7231,Partisan-neg,id_10231.0_wave_12
issue_survey_7232,Partisan-neg,id_4684.0_wave_21
issue_survey_7233,Partisan-neg,id_1316.0_wave_11
issue_survey_7234,Partisan-neg,id_24306.0_wave_6
issue_survey_7235,Partisan-neg,id_24653.0_wave_4
issue_survey_7236,Partisan-neg,id_3231.0_wave_11
issue_survey_7237,Partisan-neg,id_26718.0_wave_6
issue_survey_7238,Partisan-neg,id_10130.0_wave_2
issue_survey_7239,Partisan-neg,id_15429.0_wave_2
issue_survey_7240,Partisan-neg,id_22512.0_wave_14
issue_survey_7241,Partisan-neg,id_3279.0_wave_2
issue_survey_7242,Partisan-neg,id_2387.0_wave_6
issue_survey_7243,Partisan-neg,id_19163.0_wave_11
issue_survey_7244,Partisan-neg,id_19771.0_wave_7
issue_survey_7245,Partisan-neg,id_15613.0_wave_12
issue_survey_7246,Partisan-neg,id_29160.0_wave_4
issue_survey_7247,Partisan-neg,id_7236.0_wave_12
issue_survey_7248,Partisan-neg,id_2169.0_wave_4
issue_survey_7249,Partisan-neg,id_16915.0_wave_6
issue_survey_7250,Partisan-neg,id_7493.0_wave_19
issue_survey_7251,Partisan-neg,id_29735.0_wave_5
issue_survey_7252,Partisan-neg,id_9925.0_wave_6
issue_survey_7253,Partisan-neg,id_2546.0_wave_13
issue_survey_7254,Partisan-neg,id_21874.0_wave_25
issue_survey_7255,Partisan-neg,id_11337.0_wave_13
issue_survey_7256,Partisan-neg,id_16262.0_wave_11
issue_survey_7257,Partisan-neg,id_10093.0_wave_18
issue_survey_7258,Partisan-neg,id_25195.0_wave_18
issue_survey_7259,Partisan-neg,id_4567.0_wave_1
issue_survey_7260,Partisan-neg,id_3335.0_wave_2
issue_survey_7261,Partisan-neg,id_20245.0_wave_6
issue_survey_7262,Partisan-neg,id_5151.0_wave_2
issue_survey_7263,Partisan-neg,id_21282.0_wave_6
issue_survey_7264,Partisan-neg,id_23248.0_wave_6
issue_survey_7265,Partisan-neg,id_11501.0_wave_6
issue_survey_7266,Partisan-neg,id_22816.0_wave_5
issue_survey_7267,Partisan-neg,id_5039.0_wave_6
issue_survey_7268,Partisan-neg,id_15608.0_wave_5
issue_survey_7269,Partisan-neg,id_14710.0_wave_6
issue_survey_7270,Partisan-neg,id_21501.0_wave_12
issue_survey_7271,Pensions/ageing,id_4559.0_wave_6
issue_survey_7272,Pensions/ageing,id_15216.0_wave_21
issue_survey_7273,Pensions/ageing,id_14865.0_wave_6
issue_survey_7274,Pensions/ageing,id_3329.0_wave_14
issue_survey_7275,Pensions/ageing,id_338.0_wave_2
issue_survey_7276,Pensions/ageing,id_8627.0_wave_7
issue_survey_7277,Pensions/ageing,id_8627.0_wave_5
issue_survey_7278,Pensions/ageing,id_9455.0_wave_19
issue_survey_7279,Pensions/ageing,id_65747.0_wave_19
issue_survey_7280,Pensions/ageing,id_85466.0_wave_18
issue_survey_7281,Pensions/ageing,id_59317.0_wave_11
issue_survey_7282,Pensions/ageing,id_41791.0_wave_6
issue_survey_7283,Pensions/ageing,id_100428.0_wave_22
issue_survey_7284,Pensions/ageing,id_99971.0_wave_21
issue_survey_7285,Pensions/ageing,id_81744.0_wave_17
issue_survey_7286,Pensions/ageing,id_49113.0_wave_9
issue_survey_7287,Pensions/ageing,id_56838.0_wave_8
issue_survey_7288,Pensions/ageing,id_40949.0_wave_16
issue_survey_7289,Pensions/ageing,id_37730.0_wave_4
issue_survey_7290,Pensions/ageing,id_18947.0_wave_6
issue_survey_7291,Pensions/ageing,id_28068.0_wave_4
issue_survey_7292,Pensions/ageing,id_16379.0_wave_2
issue_survey_7293,Pensions/ageing,id_4261.0_wave_10
issue_survey_7294,Pensions/ageing,id_14322.0_wave_5
issue_survey_7295,Pensions/ageing,id_25367.0_wave_2
issue_survey_7296,Pensions/ageing,id_5406.0_wave_11
issue_survey_7297,Pensions/ageing,id_5406.0_wave_10
issue_survey_7298,Pensions/ageing,id_20237.0_wave_14
issue_survey_7299,Pensions/ageing,id_5069.0_wave_11
issue_survey_7300,Pensions/ageing,id_4030.0_wave_4
issue_survey_7301,Pensions/ageing,id_992.0_wave_1
issue_survey_7302,Pensions/ageing,id_1582.0_wave_3
issue_survey_7303,Pensions/ageing,id_15467.0_wave_3
issue_survey_7304,Pensions/ageing,id_36703.0_wave_5
issue_survey_7305,Pensions/ageing,id_56111.0_wave_8
issue_survey_7306,Pensions/ageing,id_43208.0_wave_7
issue_survey_7307,Pensions/ageing,id_45467.0_wave_21
issue_survey_7308,Pensions/ageing,id_52025.0_wave_19
issue_survey_7309,Pensions/ageing,id_44981.0_wave_13
issue_survey_7310,Pensions/ageing,id_56883.0_wave_12
issue_survey_7311,Pensions/ageing,id_32806.0_wave_12
issue_survey_7312,Pensions/ageing,id_4277.0_wave_2
issue_survey_7313,Pensions/ageing,id_9220.0_wave_7
issue_survey_7314,Pensions/ageing,id_15812.0_wave_24
issue_survey_7315,Pensions/ageing,id_5618.0_wave_17
issue_survey_7316,Pensions/ageing,id_13801.0_wave_14
issue_survey_7317,Pensions/ageing,id_5618.0_wave_18
issue_survey_7318,Pol values-authoritarian,id_12978.0_wave_20
issue_survey_7319,Pol values-authoritarian,id_1507.0_wave_24
issue_survey_7320,Pol values-authoritarian,id_16925.0_wave_20
issue_survey_7321,Pol values-authoritarian,id_13002.0_wave_24
issue_survey_7322,Pol values-authoritarian,id_59329.0_wave_20
issue_survey_7323,Pol values-authoritarian,id_49088.0_wave_11
issue_survey_7324,Pol values-authoritarian,id_102654.0_wave_20
issue_survey_7325,Pol values-authoritarian,id_100031.0_wave_20
issue_survey_7326,Pol values-authoritarian,id_47016.0_wave_14
issue_survey_7327,Pol values-authoritarian,id_68111.0_wave_20
issue_survey_7328,Pol values-authoritarian,id_84233.0_wave_20
issue_survey_7329,Pol values-authoritarian,id_56439.0_wave_25
issue_survey_7330,Pol values-authoritarian,id_31331.0_wave_7
issue_survey_7331,Pol values-authoritarian,id_89718.0_wave_16
issue_survey_7332,Pol values-authoritarian,id_51680.0_wave_20
issue_survey_7333,Pol values-authoritarian,id_38505.0_wave_21
issue_survey_7334,Pol values-authoritarian,id_26730.0_wave_1
issue_survey_7335,Pol values-authoritarian,id_20230.0_wave_2
issue_survey_7336,Pol values-authoritarian,id_29770.0_wave_1
issue_survey_7337,Pol values-authoritarian,id_22767.0_wave_23
issue_survey_7338,Pol values-authoritarian,id_19991.0_wave_10
issue_survey_7339,Pol values-authoritarian,id_12105.0_wave_14
issue_survey_7340,Pol values-authoritarian,id_1427.0_wave_21
issue_survey_7341,Pol values-authoritarian,id_1218.0_wave_23
issue_survey_7342,Pol values-authoritarian,id_15242.0_wave_21
issue_survey_7343,Pol values-authoritarian,id_5332.0_wave_20
issue_survey_7344,Pol values-authoritarian,id_71044.0_wave_21
issue_survey_7345,Pol values-authoritarian,id_66366.0_wave_17
issue_survey_7346,Pol values-authoritarian,id_105320.0_wave_24
issue_survey_7347,Pol values-authoritarian,id_73340.0_wave_14
issue_survey_7348,Pol values-authoritarian,id_32675.0_wave_21
issue_survey_7349,Pol values-authoritarian,id_70313.0_wave_22
issue_survey_7350,Pol values-authoritarian,id_57881.0_wave_22
issue_survey_7351,Pol values-authoritarian,id_91117.0_wave_22
issue_survey_7352,Pol values-authoritarian,id_36237.0_wave_6
issue_survey_7353,Pol values-authoritarian,id_96933.0_wave_20
issue_survey_7354,Pol values-authoritarian,id_32233.0_wave_14
issue_survey_7355,Pol values-authoritarian,id_44164.0_wave_13
issue_survey_7356,Pol values-authoritarian,id_84748.0_wave_20
issue_survey_7357,Pol values-authoritarian,id_54879.0_wave_12
issue_survey_7358,Pol values-authoritarian,id_80080.0_wave_21
issue_survey_7359,Pol values-authoritarian,id_34720.0_wave_19
issue_survey_7360,Pol values-authoritarian,id_90966.0_wave_17
issue_survey_7361,Pol values-authoritarian,id_107132.0_wave_23
issue_survey_7362,Pol values-authoritarian,id_85815.0_wave_20
issue_survey_7363,Pol values-authoritarian,id_101824.0_wave_21
issue_survey_7364,Pol values-authoritarian,id_10794.0_wave_1
issue_survey_7365,Pol values-authoritarian,id_10169.0_wave_3
issue_survey_7366,Pol values-authoritarian,id_27681.0_wave_11
issue_survey_7367,Pol values-authoritarian,id_16968.0_wave_20
issue_survey_7368,Pol values-left,id_5547.0_wave_3
issue_survey_7369,Pol values-left,id_24204.0_wave_3
issue_survey_7370,Pol values-left,id_17427.0_wave_13
issue_survey_7371,Pol values-left,id_14515.0_wave_7
issue_survey_7372,Pol values-left,id_14989.0_wave_3
issue_survey_7373,Pol values-left,id_25895.0_wave_2
issue_survey_7374,Pol values-left,id_1215.0_wave_4
issue_survey_7375,Pol values-left,id_6720.0_wave_2
issue_survey_7376,Pol values-left,id_35399.0_wave_12
issue_survey_7377,Pol values-left,id_49049.0_wave_21
issue_survey_7378,Pol values-left,id_62999.0_wave_17
issue_survey_7379,Pol values-left,id_88342.0_wave_16
issue_survey_7380,Pol values-left,id_95344.0_wave_19
issue_survey_7381,Pol values-left,id_61933.0_wave_13
issue_survey_7382,Pol values-left,id_62527.0_wave_10
issue_survey_7383,Pol values-left,id_61437.0_wave_13
issue_survey_7384,Pol values-left,id_97710.0_wave_21
issue_survey_7385,Pol values-left,id_93656.0_wave_20
issue_survey_7386,Pol values-left,id_82867.0_wave_16
issue_survey_7387,Pol values-left,id_50749.0_wave_7
issue_survey_7388,Pol values-left,id_37367.0_wave_3
issue_survey_7389,Pol values-left,id_77549.0_wave_15
issue_survey_7390,Pol values-left,id_36731.0_wave_3
issue_survey_7391,Pol values-left,id_89333.0_wave_16
issue_survey_7392,Pol values-left,id_8810.0_wave_10
issue_survey_7393,Pol values-left,id_7264.0_wave_7
issue_survey_7394,Pol values-left,id_2967.0_wave_19
issue_survey_7395,Pol values-left,id_12855.0_wave_2
issue_survey_7396,Pol values-left,id_13062.0_wave_1
issue_survey_7397,Pol values-left,id_12107.0_wave_14
issue_survey_7398,Pol values-left,id_26422.0_wave_12
issue_survey_7399,Pol values-left,id_24597.0_wave_25
issue_survey_7400,Pol values-left,id_13838.0_wave_6
issue_survey_7401,Pol values-left,id_6640.0_wave_3
issue_survey_7402,Pol values-left,id_26141.0_wave_4
issue_survey_7403,Pol values-left,id_5384.0_wave_2
issue_survey_7404,Pol values-left,id_9663.0_wave_4
issue_survey_7405,Pol values-left,id_7276.0_wave_6
issue_survey_7406,Pol values-left,id_6237.0_wave_15
issue_survey_7407,Pol values-left,id_4227.0_wave_2
issue_survey_7408,Pol values-left,id_71495.0_wave_16
issue_survey_7409,Pol values-left,id_68465.0_wave_13
issue_survey_7410,Pol values-left,id_106455.0_wave_24
issue_survey_7411,Pol values-left,id_41907.0_wave_16
issue_survey_7412,Pol values-left,id_84012.0_wave_22
issue_survey_7413,Pol values-left,id_33537.0_wave_2
issue_survey_7414,Pol values-left,id_106473.0_wave_23
issue_survey_7415,Pol values-left,id_77800.0_wave_16
issue_survey_7416,Pol values-left,id_109384.0_wave_25
issue_survey_7417,Pol values-left,id_46564.0_wave_25
issue_survey_7418,Pol values-left,id_74586.0_wave_14
issue_survey_7419,Pol values-left,id_72977.0_wave_16
issue_survey_7420,Pol values-left,id_44247.0_wave_7
issue_survey_7421,Pol values-left,id_45406.0_wave_7
issue_survey_7422,Pol values-left,id_91546.0_wave_17
issue_survey_7423,Pol values-left,id_97002.0_wave_17
issue_survey_7424,Pol values-left,id_44603.0_wave_8
issue_survey_7425,Pol values-left,id_83676.0_wave_16
issue_survey_7426,Pol values-left,id_93152.0_wave_20
issue_survey_7427,Pol values-left,id_108441.0_wave_23
issue_survey_7428,Pol values-left,id_56145.0_wave_10
issue_survey_7429,Pol values-left,id_86079.0_wave_19
issue_survey_7430,Pol values-left,id_81803.0_wave_16
issue_survey_7431,Pol values-left,id_34941.0_wave_24
issue_survey_7432,Pol values-left,id_86417.0_wave_21
issue_survey_7433,Pol values-left,id_92151.0_wave_20
issue_survey_7434,Pol values-left,id_65811.0_wave_13
issue_survey_7435,Pol values-left,id_30275.0_wave_19
issue_survey_7436,Pol values-left,id_19097.0_wave_9
issue_survey_7437,Pol values-left,id_30275.0_wave_21
issue_survey_7438,Pol values-left,id_29440.0_wave_1
issue_survey_7439,Pol values-left,id_30275.0_wave_15
issue_survey_7440,Pol values-left,id_4870.0_wave_9
issue_survey_7441,Pol values-left,id_20245.0_wave_18
issue_survey_7442,Pol values-left,id_23570.0_wave_1
issue_survey_7443,Pol values-liberal,id_21743.0_wave_4
issue_survey_7444,Pol values-liberal,id_21744.0_wave_12
issue_survey_7445,Pol values-liberal,id_7635.0_wave_11
issue_survey_7446,Pol values-liberal,id_29028.0_wave_9
issue_survey_7447,Pol values-liberal,id_30300.0_wave_6
issue_survey_7448,Pol values-liberal,id_2887.0_wave_18
issue_survey_7449,Pol values-liberal,id_12551.0_wave_22
issue_survey_7450,Pol values-liberal,id_22196.0_wave_6
issue_survey_7451,Pol values-liberal,id_5839.0_wave_2
issue_survey_7452,Pol values-liberal,id_39987.0_wave_7
issue_survey_7453,Pol values-liberal,id_72320.0_wave_20
issue_survey_7454,Pol values-liberal,id_65115.0_wave_14
issue_survey_7455,Pol values-liberal,id_63705.0_wave_10
issue_survey_7456,Pol values-liberal,id_61610.0_wave_10
issue_survey_7457,Pol values-liberal,id_50119.0_wave_12
issue_survey_7458,Pol values-liberal,id_46481.0_wave_9
issue_survey_7459,Pol values-liberal,id_63211.0_wave_10
issue_survey_7460,Pol values-liberal,id_46461.0_wave_10
issue_survey_7461,Pol values-liberal,id_103286.0_wave_21
issue_survey_7462,Pol values-liberal,id_56412.0_wave_21
issue_survey_7463,Pol values-liberal,id_63516.0_wave_10
issue_survey_7464,Pol values-liberal,id_62687.0_wave_14
issue_survey_7465,Pol values-liberal,id_55700.0_wave_10
issue_survey_7466,Pol values-liberal,id_32585.0_wave_6
issue_survey_7467,Pol values-liberal,id_62999.0_wave_18
issue_survey_7468,Pol values-liberal,id_70094.0_wave_22
issue_survey_7469,Pol values-liberal,id_1952.0_wave_23
issue_survey_7470,Pol values-liberal,id_19930.0_wave_10
issue_survey_7471,Pol values-liberal,id_2314.0_wave_2
issue_survey_7472,Pol values-liberal,id_2830.0_wave_10
issue_survey_7473,Pol values-liberal,id_13633.0_wave_11
issue_survey_7474,Pol values-liberal,id_6712.0_wave_14
issue_survey_7475,Pol values-liberal,id_6506.0_wave_1
issue_survey_7476,Pol values-liberal,id_23396.0_wave_20
issue_survey_7477,Pol values-liberal,id_17388.0_wave_20
issue_survey_7478,Pol values-liberal,id_22017.0_wave_2
issue_survey_7479,Pol values-liberal,id_13633.0_wave_10
issue_survey_7480,Pol values-liberal,id_6394.0_wave_7
issue_survey_7481,Pol values-liberal,id_58778.0_wave_10
issue_survey_7482,Pol values-liberal,id_106639.0_wave_25
issue_survey_7483,Pol values-liberal,id_105597.0_wave_22
issue_survey_7484,Pol values-liberal,id_44603.0_wave_21
issue_survey_7485,Pol values-liberal,id_81667.0_wave_21
issue_survey_7486,Pol values-liberal,id_58222.0_wave_22
issue_survey_7487,Pol values-liberal,id_48247.0_wave_7
issue_survey_7488,Pol values-liberal,id_40473.0_wave_20
issue_survey_7489,Pol values-liberal,id_58535.0_wave_14
issue_survey_7490,Pol values-liberal,id_44486.0_wave_21
issue_survey_7491,Pol values-liberal,id_86351.0_wave_16
issue_survey_7492,Pol values-liberal,id_58265.0_wave_10
issue_survey_7493,Pol values-liberal,id_90261.0_wave_16
issue_survey_7494,Pol values-liberal,id_45241.0_wave_14
issue_survey_7495,Pol values-liberal,id_41894.0_wave_22
issue_survey_7496,Pol values-liberal,id_35050.0_wave_6
issue_survey_7497,Pol values-liberal,id_31364.0_wave_6
issue_survey_7498,Pol values-liberal,id_99165.0_wave_20
issue_survey_7499,Pol values-liberal,id_77177.0_wave_17
issue_survey_7500,Pol values-liberal,id_41894.0_wave_24
issue_survey_7501,Pol values-liberal,id_67280.0_wave_12
issue_survey_7502,Pol values-liberal,id_33199.0_wave_3
issue_survey_7503,Pol values-liberal,id_105502.0_wave_21
issue_survey_7504,Pol values-liberal,id_86228.0_wave_19
issue_survey_7505,Pol values-liberal,id_30382.0_wave_1
issue_survey_7506,Pol values-liberal,id_23540.0_wave_2
issue_survey_7507,Pol values-liberal,id_28968.0_wave_11
issue_survey_7508,Pol values-liberal,id_29708.0_wave_8
issue_survey_7509,Pol values-liberal,id_5338.0_wave_2
issue_survey_7510,Pol values-liberal,id_20260.0_wave_17
issue_survey_7511,Pol values-right,id_3042.0_wave_1
issue_survey_7512,Pol values-right,id_13119.0_wave_18
issue_survey_7513,Pol values-right,id_29083.0_wave_4
issue_survey_7514,Pol values-right,id_90930.0_wave_20
issue_survey_7515,Pol values-right,id_39083.0_wave_4
issue_survey_7516,Pol values-right,id_99827.0_wave_20
issue_survey_7517,Pol values-right,id_43316.0_wave_18
issue_survey_7518,Pol values-right,id_29065.0_wave_20
issue_survey_7519,Pol values-right,id_25813.0_wave_13
issue_survey_7520,Pol values-right,id_23264.0_wave_3
issue_survey_7521,Pol values-right,id_2314.0_wave_7
issue_survey_7522,Pol values-right,id_16816.0_wave_21
issue_survey_7523,Pol values-right,id_27664.0_wave_18
issue_survey_7524,Pol values-right,id_23925.0_wave_13
issue_survey_7525,Pol values-right,id_1661.0_wave_6
issue_survey_7526,Pol values-right,id_9446.0_wave_13
issue_survey_7527,Pol values-right,id_42888.0_wave_13
issue_survey_7528,Pol values-right,id_87469.0_wave_18
issue_survey_7529,Pol values-right,id_62425.0_wave_22
issue_survey_7530,Pol values-right,id_85653.0_wave_20
issue_survey_7531,Pol values-right,id_59038.0_wave_20
issue_survey_7532,Pol values-right,id_102450.0_wave_20
issue_survey_7533,Pol values-right,id_45499.0_wave_12
issue_survey_7534,Pol values-right,id_83017.0_wave_20
issue_survey_7535,Pol values-right,id_37886.0_wave_9
issue_survey_7536,Pol values-right,id_91137.0_wave_17
issue_survey_7537,Pol values-right,id_39011.0_wave_20
issue_survey_7538,Pol values-right,id_3441.0_wave_5
issue_survey_7539,Pol values-right,id_28164.0_wave_13
issue_survey_7540,Pol values-right,id_23842.0_wave_11
issue_survey_7541,Pol values-right,id_27950.0_wave_4
issue_survey_7542,Pol-neg,id_18611.0_wave_9
issue_survey_7543,Pol-neg,id_19848.0_wave_7
issue_survey_7544,Pol-neg,id_7538.0_wave_9
issue_survey_7545,Pol-neg,id_7767.0_wave_12
issue_survey_7546,Pol-neg,id_5845.0_wave_13
issue_survey_7547,Pol-neg,id_24895.0_wave_20
issue_survey_7548,Pol-neg,id_20566.0_wave_17
issue_survey_7549,Pol-neg,id_14515.0_wave_2
issue_survey_7550,Pol-neg,id_17023.0_wave_17
issue_survey_7551,Pol-neg,id_3725.0_wave_6
issue_survey_7552,Pol-neg,id_1651.0_wave_2
issue_survey_7553,Pol-neg,id_7310.0_wave_6
issue_survey_7554,Pol-neg,id_15364.0_wave_6
issue_survey_7555,Pol-neg,id_1363.0_wave_16
issue_survey_7556,Pol-neg,id_26287.0_wave_9
issue_survey_7557,Pol-neg,id_17007.0_wave_10
issue_survey_7558,Pol-neg,id_14958.0_wave_18
issue_survey_7559,Pol-neg,id_5093.0_wave_4
issue_survey_7560,Pol-neg,id_8554.0_wave_4
issue_survey_7561,Pol-neg,id_13735.0_wave_22
issue_survey_7562,Pol-neg,id_23141.0_wave_5
issue_survey_7563,Pol-neg,id_7538.0_wave_7
issue_survey_7564,Pol-neg,id_15014.0_wave_15
issue_survey_7565,Pol-neg,id_14601.0_wave_4
issue_survey_7566,Pol-neg,id_11863.0_wave_1
issue_survey_7567,Pol-neg,id_6892.0_wave_4
issue_survey_7568,Pol-neg,id_9166.0_wave_9
issue_survey_7569,Pol-neg,id_20435.0_wave_18
issue_survey_7570,Pol-neg,id_26686.0_wave_25
issue_survey_7571,Pol-neg,id_3192.0_wave_5
issue_survey_7572,Pol-neg,id_17241.0_wave_22
issue_survey_7573,Pol-neg,id_4115.0_wave_20
issue_survey_7574,Pol-neg,id_16566.0_wave_2
issue_survey_7575,Pol-neg,id_24375.0_wave_9
issue_survey_7576,Pol-neg,id_3940.0_wave_2
issue_survey_7577,Pol-neg,id_14089.0_wave_15
issue_survey_7578,Pol-neg,id_4489.0_wave_13
issue_survey_7579,Pol-neg,id_14987.0_wave_22
issue_survey_7580,Pol-neg,id_22086.0_wave_15
issue_survey_7581,Pol-neg,id_1651.0_wave_12
issue_survey_7582,Pol-neg,id_27473.0_wave_22
issue_survey_7583,Pol-neg,id_18767.0_wave_6
issue_survey_7584,Pol-neg,id_21330.0_wave_18
issue_survey_7585,Pol-neg,id_24115.0_wave_1
issue_survey_7586,Pol-neg,id_18580.0_wave_16
issue_survey_7587,Pol-neg,id_19036.0_wave_13
issue_survey_7588,Pol-neg,id_4116.0_wave_22
issue_survey_7589,Pol-neg,id_12684.0_wave_2
issue_survey_7590,Pol-neg,id_23484.0_wave_9
issue_survey_7591,Pol-neg,id_28239.0_wave_2
issue_survey_7592,Pol-neg,id_9324.0_wave_20
issue_survey_7593,Pol-neg,id_9608.0_wave_23
issue_survey_7594,Pol-neg,id_26948.0_wave_8
issue_survey_7595,Pol-neg,id_26764.0_wave_5
issue_survey_7596,Pol-neg,id_14510.0_wave_16
issue_survey_7597,Pol-neg,id_17587.0_wave_17
issue_survey_7598,Pol-neg,id_3067.0_wave_13
issue_survey_7599,Pol-neg,id_5428.0_wave_16
issue_survey_7600,Pol-neg,id_16708.0_wave_13
issue_survey_7601,Pol-neg,id_16813.0_wave_13
issue_survey_7602,Pol-neg,id_5202.0_wave_16
issue_survey_7603,Pol-neg,id_15221.0_wave_2
issue_survey_7604,Pol-neg,id_9324.0_wave_2
issue_survey_7605,Pol-neg,id_8033.0_wave_17
issue_survey_7606,Pol-neg,id_8666.0_wave_2
issue_survey_7607,Pol-neg,id_10981.0_wave_25
issue_survey_7608,Pol-neg,id_6067.0_wave_12
issue_survey_7609,Pol-neg,id_1823.0_wave_9
issue_survey_7610,Pol-neg,id_10849.0_wave_16
issue_survey_7611,Pol-neg,id_21248.0_wave_7
issue_survey_7612,Pol-neg,id_16722.0_wave_5
issue_survey_7613,Pol-neg,id_15675.0_wave_3
issue_survey_7614,Pol-neg,id_5093.0_wave_3
issue_survey_7615,Pol-neg,id_8875.0_wave_3
issue_survey_7616,Pol-neg,id_14745.0_wave_9
issue_survey_7617,Pol-neg,id_1564.0_wave_20
issue_survey_7618,Pol-neg,id_18680.0_wave_13
issue_survey_7619,Pol-neg,id_1783.0_wave_15
issue_survey_7620,Pol-neg,id_18449.0_wave_9
issue_survey_7621,Pol-neg,id_2927.0_wave_9
issue_survey_7622,Pol-neg,id_30157.0_wave_7
issue_survey_7623,Pol-neg,id_3929.0_wave_13
issue_survey_7624,Pol-neg,id_17414.0_wave_5
issue_survey_7625,Pol-neg,id_7011.0_wave_9
issue_survey_7626,Pol-neg,id_2502.0_wave_2
issue_survey_7627,Pol-neg,id_26791.0_wave_9
issue_survey_7628,Pol-neg,id_1932.0_wave_13
issue_survey_7629,Pol-neg,id_12851.0_wave_1
issue_survey_7630,Pol-neg,id_14225.0_wave_5
issue_survey_7631,Pol-neg,id_14469.0_wave_2
issue_survey_7632,Pol-neg,id_25488.0_wave_3
issue_survey_7633,Pol-neg,id_18379.0_wave_3
issue_survey_7634,Pol-neg,id_19390.0_wave_17
issue_survey_7635,Pol-neg,id_9491.0_wave_20
issue_survey_7636,Pol-neg,id_437.0_wave_6
issue_survey_7637,Pol-neg,id_19083.0_wave_4
issue_survey_7638,Pol-neg,id_10028.0_wave_2
issue_survey_7639,Pol-neg,id_18280.0_wave_10
issue_survey_7640,Pol-neg,id_5304.0_wave_19
issue_survey_7641,Pol-neg,id_7703.0_wave_4
issue_survey_7642,Pol-neg,id_26503.0_wave_5
issue_survey_7643,Pol-neg,id_14007.0_wave_12
issue_survey_7644,Pol-neg,id_18486.0_wave_2
issue_survey_7645,Pol-neg,id_7823.0_wave_9
issue_survey_7646,Pol-neg,id_4644.0_wave_14
issue_survey_7647,Pol-neg,id_20096.0_wave_11
issue_survey_7648,Pol-neg,id_20913.0_wave_19
issue_survey_7649,Pol-neg,id_2505.0_wave_5
issue_survey_7650,Pol-neg,id_18451.0_wave_13
issue_survey_7651,Pol-neg,id_23683.0_wave_12
issue_survey_7652,Pol-neg,id_11797.0_wave_13
issue_survey_7653,Pol-neg,id_21763.0_wave_13
issue_survey_7654,Pol-neg,id_19366.0_wave_23
issue_survey_7655,Pol-neg,id_14832.0_wave_2
issue_survey_7656,Pol-neg,id_18424.0_wave_17
issue_survey_7657,Pol-neg,id_8781.0_wave_19
issue_survey_7658,Pol-neg,id_4576.0_wave_4
issue_survey_7659,Pol-neg,id_3143.0_wave_15
issue_survey_7660,Pol-neg,id_11089.0_wave_19
issue_survey_7661,Pol-neg,id_9658.0_wave_3
issue_survey_7662,Pol-neg,id_19881.0_wave_17
issue_survey_7663,Pol-neg,id_16622.0_wave_21
issue_survey_7664,Pol-neg,id_24968.0_wave_2
issue_survey_7665,Pol-neg,id_6420.0_wave_2
issue_survey_7666,Pol-neg,id_11085.0_wave_9
issue_survey_7667,Pol-neg,id_6441.0_wave_25
issue_survey_7668,Pol-neg,id_3757.0_wave_1
issue_survey_7669,Pol-neg,id_14007.0_wave_2
issue_survey_7670,Pol-neg,id_10878.0_wave_23
